carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
null,Blue,null,CHF,null,Zuzwil,CH,Renault,1978,77300,kilometer,ALPINE,Alpine A310 V6,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,2002,142000,kilometer,M3,,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2001,37800,kilometer,RS4, Avant quattro,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,52500,kilometer,CLK 55 AMG, Avantgarde,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,30500,kilometer,SLK 230, Kompressor,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,1996,139900,kilometer,911, Carrera 4S,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,23000,kilometer,SL 600,,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1939,1,kilometer,null,170V B Cabrio 136,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,128000,kilometer,S 500,,true,car,null,11,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2008,25400,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1993,63600,kilometer,SL 300,,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Fiat,1970,9999,kilometer,null,850 Spider,true,car,null,8,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,67400,kilometer,E 55 AMG, Avantgarde,true,car,null,10,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,2001,46000,kilometer,M3,,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2003,27900,kilometer,RS6, Avant quattro,true,car,null,7,null
null,Brown,null,CHF,null,Zuzwil,CH,BMW,2008,22800,kilometer,Z4, 2.5i Roadster,true,car,null,9,null
null,Brown,null,CHF,null,Zuzwil,CH,BMW,1998,33700,kilometer,328,i,true,car,null,4,null
null,Yellow,null,CHF,null,Zuzwil,CH,Morgan,2006,7100,kilometer,4/4, 1.8,true,car,null,6,null
null,Yellow,null,CHF,null,Zuzwil,CH,Ferrari,1998,28100,kilometer,F355, Berlinetta,true,car,null,3,null
null,Yellow,null,CHF,null,Zuzwil,CH,BMW,2005,3000,kilometer,M5,,true,car,null,4,null
null,Yellow,null,CHF,null,Zuzwil,CH,Porsche,1971,96000,kilometer,911, Targa,true,car,null,11,null
null,Yellow,null,CHF,null,Zuzwil,CH,Audi,2001,103100,kilometer,S6, quattro,true,car,null,8,null
null,Yellow,null,CHF,null,Zuzwil,CH,Mazda,2001,158000,kilometer,626, 2.0i-16V HPV,true,car,null,8,null
null,Gold,null,CHF,null,Zuzwil,CH,BMW,2008,78900,kilometer,M3,,true,car,null,7,null
null,Gold,null,CHF,null,Zuzwil,CH,Renault,1985,59900,kilometer,R5, Turbo 2,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Mazda,1989,67200,kilometer,RX-7, 2.6 Turbo II,true,car,null,8,null
null,Other,null,CHF,null,Sursee,CH,Bugatti,2008,20000,kilometer,null,Veyron 16.4,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,54500,kilometer,S 500, L 4Matic,true,car,null,12,null
null,Other,null,CHF,null,Zuzwil,CH,Bugatti,1998,4000,kilometer,EB, 110 GT/SS,true,car,null,8,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2008,41900,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,10,null
null,Other,null,CHF,null,Zuzwil,CH,Ferrari,2003,8100,kilometer,575M,,true,car,null,12,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2003,39000,kilometer,RS6, Avant quattro,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2002,61800,kilometer,911, Carrera Targa,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Ferrari,1997,41000,kilometer,F355, GTS,true,car,null,10,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,83900,kilometer,E 320, Elégance 4-Matic,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Jaguar,1998,99800,kilometer,XK,8 Convertible,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Ferrari,2002,16600,kilometer,F360, Spider,true,car,null,9,null
null,Other,null,CHF,null,Zuzwil,CH,Renault,1982,124500,kilometer,R5, 1400 Alpine Turbo,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Ferrari,2006,15900,kilometer,575M,,true,car,null,12,null
null,Other,null,CHF,null,Zuzwil,CH,Bentley,2005,145000,kilometer,ARNAGE,Arnage R,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,165,kilometer,CL 500,,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,47400,kilometer,E 55 AMG, Avantgarde,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2003,68700,kilometer,CAYENNE,Cayenne Turbo,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2008,28000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,8,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2008,24600,kilometer,RS6, Avant 5.0 V10 quattro MTM,true,car,null,9,null
null,Other,null,CHF,null,Zuzwil,CH,Ruf,1997,20900,kilometer,null,CTR 2 Sport,true,car,null,10,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2002,52900,kilometer,911, Turbo,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Bentley,1990,112500,kilometer,TURBO,Turbo R,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,2011,76500,kilometer,535,i Touring,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2004,31000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,9,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,1996,88100,kilometer,911, Turbo,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Renault,1977,41400,kilometer,Alpine A110, 1600 SX,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,105300,kilometer,SL 350,,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Land Rover,1996,54600,kilometer,RANGE ROVER,Range Rover 4.6 HSE,true,car,null,12,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,1998,89500,kilometer,911, Carrera,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2009,59900,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Maserati,2003,50300,kilometer,SPYDER GT,Spyder GT,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Aston Martin,1991,68800,kilometer,Virage,,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2003,32900,kilometer,RS6, Avant quattro,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2002,100200,kilometer,RS6, Avant quattro,true,car,null,8,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,2001,113000,kilometer,X5, 4.4i,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Ferrari,2008,37000,kilometer,612,,true,car,null,2,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2008,36700,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2000,69200,kilometer,911, Turbo,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2004,93500,kilometer,RS6, Avant quattro,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2002,38500,kilometer,RS6, Avant quattro,true,car,null,10,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,48300,kilometer,SL 500,,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1994,206000,kilometer,E 500, Limited,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,55200,kilometer,SL 500, Special Edition,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Lamborghini,2009,24000,kilometer,GALLARDO,Gallardo LP560-4 Coupé,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2007,68900,kilometer,BOXSTER,Boxster S 3.4,true,car,null,2,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2001,135800,kilometer,911, Carrera,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2001,47600,kilometer,911, Turbo,true,car,null,11,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,32700,kilometer,S 500, L,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,1997,82500,kilometer,323,i Sport Edition,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2011,79500,kilometer,CL 500, 4Matic,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2003,127000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,6000,kilometer,SL 55 AMG,,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,1997,125400,kilometer,A8, 4.2 quattro,true,car,null,9,null
null,Other,null,CHF,null,Zuzwil,CH,Ford,1927,1,kilometer,null,T - Roadster,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,100,kilometer,CLK 430, Elégance,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,1996,91000,kilometer,911, Carrera RS Clubsport/993 GT2,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,39800,kilometer,S 65 AMG, L,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2009,88500,kilometer,ML 63 AMG, 4Matic,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Ferrari,2000,41500,kilometer,F360, Modena Berlinetta,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,34500,kilometer,SLR, 730PS,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Renault,1972,34900,kilometer,Alpine A110, 1600S VC,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2001,74100,kilometer,911, Turbo,true,car,null,8,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,73900,kilometer,S-CLASS,S 55 L AMG,true,car,null,2,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,2002,1600,kilometer,M3,,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Lamborghini,2011,4900,kilometer,GALLARDO,Gallardo LP560-4 Spyder,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Dodge,1994,37900,kilometer,VIPER,,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,97300,kilometer,S 65 AMG, L,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,29200,kilometer,E 500, Avantgarde,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,1997,66300,kilometer,A8, 4.2 quattro,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2000,51000,kilometer,BOXSTER,Boxster S 3.2,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,Ferrari,1997,32500,kilometer,456, GTA,true,car,null,11,null
null,Other,null,CHF,null,Zuzwil,CH,Ford,1966,69377,kilometer,CORTINA, Cortina Lotus,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2011,13800,kilometer,SLK 200,,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2012,2000,kilometer,ML 63 AMG, 4Matic,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,130000,kilometer,S 65 AMG, L,true,car,null,9,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,95400,kilometer,CLS 500,,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Land Rover,1998,42000,kilometer,RANGE ROVER,Range Rover 4.6 HSE,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,1999,47700,kilometer,911, Carrera 4,true,car,null,11,null
null,Other,null,CHF,null,Zuzwil,CH,Audi,2003,42600,kilometer,RS6, Avant quattro,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,55900,kilometer,CL 500,,true,car,null,11,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2009,44600,kilometer,911, GT2,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,1995,65400,kilometer,740,i,true,car,null,7,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,1975,104650,kilometer,null,1602,true,car,null,2,null
null,Other,null,CHF,null,Zuzwil,CH,Land Rover,1989,151300,kilometer,RANGE ROVER, 3.5,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Renault,1981,153600,kilometer,ALPINE,Alpine A310 V6,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,70400,kilometer,SLK 350,,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Austin-Healey,1960,9999,kilometer,null,BT7 3000 Mk I,true,car,null,1,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2006,36600,kilometer,CAYENNE,Cayenne Turbo S,true,car,null,8,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2003,59900,kilometer,CAYENNE,Cayenne S,true,car,null,3,null
null,Other,null,CHF,null,Zuzwil,CH,Maserati,2010,29000,kilometer,QUATTROPORTE,Quattroporte 4.7 S,true,car,null,11,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2011,43000,kilometer,S 250, CDI BlueEff SS,true,car,null,9,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,2007,114600,kilometer,730,i,true,car,null,9,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,1999,54600,kilometer,M5,,true,car,null,9,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,13300,kilometer,ML 63 AMG, 4Matic,true,car,null,3,null
null,Green,null,CHF,null,Zuzwil,CH,Audi,2007,61300,kilometer,R8, Coupé 4.2,true,car,null,9,null
null,Green,null,CHF,null,Zuzwil,CH,Audi,1997,63400,kilometer,A8, 4.2 quattro,true,car,null,10,null
null,Green,null,CHF,null,Zuzwil,CH,McLaren,2013,16000,kilometer,12C,MP4- Spider 3.8 V8,true,car,null,5,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,1980,176000,kilometer,323, i,true,car,null,10,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,1987,195800,kilometer,M3,,true,car,null,2,null
null,Green,null,CHF,null,Zuzwil,CH,Lancia,1984,13000,kilometer,null,Rally 037 stradale,true,car,null,4,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,88500,kilometer,S 600,,true,car,null,3,null
null,Green,null,CHF,null,Zuzwil,CH,Ferrari,1994,34000,kilometer,348, tb,true,car,null,3,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,62700,kilometer,SL 63 AMG,,true,car,null,6,null
null,Green,null,CHF,null,Zuzwil,CH,Porsche,2011,16000,kilometer,911, Turbo S Cabrio SPEED ART 580PS,true,car,null,4,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,46000,kilometer,S 65 AMG,S 65 L / BRABUS T65 S,true,car,null,2,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,72000,kilometer,null,E 60 Carlsson,true,car,null,11,null
null,Green,null,CHF,null,Zuzwil,CH,Porsche,2003,38600,kilometer,911, Turbo,true,car,null,4,null
null,Green,null,CHF,null,Porrentruy,CH,Lamborghini,1995,64800,kilometer,DIABLO,Diablo SE 30,true,car,null,9,null
null,Green,null,CHF,null,Zuzwil,CH,Aston Martin,2010,71300,kilometer,DBS, Volante,true,car,null,4,null
null,Green,null,CHF,null,Zuzwil,CH,Bentley,2010,15000,kilometer,CONTINENTAL,Continental Supersports Conv.,true,car,null,9,null
null,Green,null,CHF,null,Zuzwil,CH,Lexus,2006,34000,kilometer,GS, 450h,true,car,null,7,null
null,Green,null,CHF,null,Zuzwil,CH,Fiat,1972,131000,kilometer,Dino, 2400 Coupé,true,car,null,10,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,2000,140000,kilometer,323,Ci,true,car,null,7,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,16300,kilometer,SL 500,,true,car,null,4,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,118300,kilometer,CLS 55 AMG,,true,car,null,2,null
null,Other,null,CHF,null,Zuzwil,CH,Chevrolet,2015,200,kilometer,CORVETTE,Corvette Z06,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,49900,kilometer,E 55 AMG, Avantgarde,true,car,null,6,null
null,Green,null,CHF,null,Zuzwil,CH,Porsche,2002,77600,kilometer,911, Turbo,true,car,null,2,null
null,Green,null,CHF,null,Zuzwil,CH,Audi,2010,34800,kilometer,S3, 2.0 TFSI quattro,true,car,null,4,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,23700,kilometer,CLK 55 AMG, Avantgarde,true,car,null,12,null
null,Green,null,CHF,null,Zuzwil,CH,Peugeot,2003,72600,kilometer,406, Coupé 3.0 V6 Pack,true,car,null,10,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,1977,128600,kilometer,633, CSI A,true,car,null,1,null
null,Green,null,CHF,null,Zuzwil,CH,Audi,1998,94000,kilometer,A6, 2.8 Ambiente,true,car,null,2,null
null,Other,null,CHF,null,Zuzwil,CH,BMW,2000,40500,kilometer,X5, 4.4i,true,car,null,11,null
null,Green,null,CHF,null,Zuzwil,CH,Porsche,2007,34000,kilometer,911, Turbo,true,car,null,2,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,33400,kilometer,SL 55 AMG,,true,car,null,5,null
null,Green,null,CHF,null,Zuzwil,CH,Alfa Romeo,1981,81900,kilometer,ALFASUD,Alfasud 1.5 ti,true,car,null,8,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1993,99500,kilometer,S 600,,true,car,null,4,null
null,Green,null,CHF,null,Sursee,CH,Ferrari,1974,5000,kilometer,Dino, 246 GTS,true,car,null,3,null
null,Green,null,CHF,null,Zuzwil,CH,Audi,1998,55000,kilometer,S8, 4.2 quattro,true,car,null,7,null
null,Green,null,CHF,null,Zuzwil,CH,Chevrolet,2009,6300,kilometer,CORVETTE,Corvette ZR1,true,car,null,6,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,34000,kilometer,SL 500,,true,car,null,6,null
null,Green,null,CHF,null,Zuzwil,CH,Renault,1977,91000,kilometer,Alpine A110,,true,car,null,7,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,2005,33600,kilometer,M5,,true,car,null,8,null
null,Green,null,CHF,null,Zuzwil,CH,Saab,2003,138000,kilometer,9-3, 2.0i-16 T SE,true,car,null,5,null
null,Orange,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1992,89100,kilometer,null,SL 60,true,car,null,12,null
null,Red,null,CHF,null,Zuzwil,CH,Bentley,1990,60100,kilometer,TURBO,Turbo R,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2008,9650,kilometer,911, Turbo,true,car,null,7,null
null,Red,null,CHF,null,Zuzwil,CH,Maserati,2005,41800,kilometer,COUPÉ GT,Coupé GT,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,20900,kilometer,SL 600,,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,36800,kilometer,SL 55 AMG,,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,2008,112400,kilometer,RS6, Avant 5.0 V10 quattro 730PS,true,car,null,7,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,1990,148600,kilometer,944, S2 Cabriolet ABS,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Dodge,2001,18600,kilometer,VIPER, RT/10,true,car,null,12,null
null,Red,null,CHF,null,Zuzwil,CH,Land Rover,2003,90400,kilometer,RANGE ROVER,Range Rover 4.4 V8 HSE,true,car,null,12,null
null,Red,null,CHF,null,Zuzwil,CH,Ferrari,1998,67000,kilometer,F355, Spider,true,car,null,10,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2013,4900,kilometer,S 63 AMG,,true,car,null,10,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,1998,58200,kilometer,911, Carrera,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,2009,89000,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,BMW,1998,63000,kilometer,740,i,true,car,null,2,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2003,79000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,1995,96000,kilometer,911, Carrera 4 Ruf Turbo BTR 2 420 PS,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Mitsubishi,1983,114800,kilometer,STARION,Starion 2000 Turbo,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2004,14400,kilometer,911, Turbo Cabrio,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Chrysler,2007,47100,kilometer,300C, T 5.7 HEMI V8,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Volvo,2002,83000,kilometer,V70, 2.4T,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,VW,2008,84600,kilometer,PHAETON,Phaeton 3.0 TDi V6 4M,true,car,null,7,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1993,68900,kilometer,SL 600,,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,1998,73200,kilometer,BOXSTER,Boxster 2.5,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,36600,kilometer,CL 600,,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Rolls-Royce,1978,30900,kilometer,Silver Shadow, II,true,car,null,6,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,99999,kilometer,CL 600,,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Marcos,1968,85000,kilometer,null,1600 GT,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1993,117900,kilometer,SL 500,,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Renault,2000,99,kilometer,CLIO, Rennwagen,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Lincoln,2003,130000,kilometer,Navigator, 32 V,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Ferrari,2004,28000,kilometer,575M,,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2012,43000,kilometer,SL 65 AMG, BLACK SERIES,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2002,29000,kilometer,911, Turbo,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,1999,69900,kilometer,A8, 4.2 quattro,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Ferrari,2006,4400,kilometer,F430,,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Jaguar,2000,44200,kilometer,S-TYPE,S-Type 4.0 V8,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2015,100,kilometer,911, Turbo S,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Toyota,1977,78000,kilometer,null,1000 / Publica,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Jaguar,2002,77600,kilometer,XK,R S/C Convertible,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,1998,196300,kilometer,A4, Avant 2.8 q.Ambition,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,33700,kilometer,E 50 AMG, Avantgarde,true,car,null,11,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,2002,71900,kilometer,RS6, Avant quattro,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,92300,kilometer,CLK 55 AMG, Avantgarde,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1979,36900,kilometer,ALPINE, 2700VA,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Alfa Romeo,1972,18400,kilometer,GTV, 2000 Bertone,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1991,55300,kilometer,SL 500,,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2011,19300,kilometer,GALLARDO,Gallardo LP570-4 Coupé SL,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Other,2005,132200,kilometer,IBIZA,Ibiza 1.9 TDI FR,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2010,37000,kilometer,R8, Spyder 5.2,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1991,156300,kilometer,500, SE,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Jeep,1995,133500,kilometer,Grand Cherokee, 5.2 Ltd.,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2013,15300,kilometer,M5,,true,car,null,9,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1967,47700,kilometer,null,SL 250 Pagode,true,car,null,1,null
null,Black,null,CHF,null,Porrentruy,CH,Lamborghini,2011,7890,kilometer,MURCIÉLAGO,Murciélago LP640-4 Cpé,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2003,66800,kilometer,X5, 4.4i,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2001,49300,kilometer,S8, 4.2 quattro,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2001,65300,kilometer,330,Ci,true,car,null,5,null
null,Black,null,CHF,null,Basel,CH,Rolls-Royce,1980,32000,kilometer,CORNICHE, II Coupé,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,Land Rover,2006,49900,kilometer,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2011,69200,kilometer,CLS 63 AMG,,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1987,88000,kilometer,M3,,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,41100,kilometer,CL 600,,true,car,null,11,null
