carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
null,Green,null,CHF,null,Zuzwil,CH,Ferrari,1992,56500,kilometer,MONDIAL,Mondial 3.4 T,true,car,null,5,null
null,Green,null,CHF,null,Zuzwil,CH,VW,2002,43900,kilometer,PHAETON,Phaeton 6.0 W12 4Motion,true,car,null,11,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,16660,kilometer,null,CLK DTM AMG,true,car,null,8,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,75000,kilometer,E 430, Avantgarde,true,car,null,2,null
null,Other,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,19100,kilometer,CLS 63 AMG,,true,car,null,12,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,50200,kilometer,CL 55 AMG,,true,car,null,3,null
null,Green,null,CHF,null,Zuzwil,CH,BMW,1982,211000,kilometer,323, Alpina Look,true,car,null,2,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,43200,kilometer,SLK 320,,true,car,null,5,null
null,Green,null,CHF,null,Zuzwil,CH,Audi,2008,45300,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,12,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,7600,kilometer,SL 500,,true,car,null,5,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,29000,kilometer,CL 600,,true,car,null,5,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2012,16500,kilometer,ML 63 AMG, 4Matic,true,car,null,1,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,12900,kilometer,SL 600,,true,car,null,5,null
null,Green,null,CHF,null,Zuzwil,CH,Land Rover,1998,70000,kilometer,RANGE ROVER,Range Rover 4.6 HSE,true,car,null,10,null
null,Green,null,CHF,null,Zuzwil,CH,Porsche,2007,20900,kilometer,911, GT2,true,car,null,12,null
null,Green,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2009,84000,kilometer,SL 63 AMG,,true,car,null,1,null
null,Green,null,CHF,null,Zuzwil,CH,Ferrari,2003,53600,kilometer,F360, Spider,true,car,null,3,null
null,Green,null,CHF,null,Zuzwil,CH,Porsche,2004,47500,kilometer,911, Turbo,true,car,null,1,null
null,Orange,null,CHF,null,Zuzwil,CH,Maserati,2006,33600,kilometer,QUATTROPORTE,Quattroporte 4.2 Exec. GT,true,car,null,3,null
null,Orange,null,CHF,null,Zuzwil,CH,Alfa Romeo,1984,584,kilometer,GTV, 6 2.5,true,car,null,6,null
null,Orange,null,CHF,null,Zuzwil,CH,Porsche,2007,5000,kilometer,911, GT3 CUP Rennwagen,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,32000,kilometer,SL 55 AMG,,true,car,null,10,null
null,Orange,null,CHF,null,Porrentruy,CH,Lamborghini,1996,7000,kilometer,DIABLO, SV-R Race,true,car,null,0,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,140200,kilometer,E 350, Elégance 4Matic,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,22100,kilometer,SL 65 AMG,,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Ferrari,2001,58000,kilometer,F360, Spider,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2000,185900,kilometer,S4, Avant quattro,true,car,null,7,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,2003,47000,kilometer,RS6, Avant quattro,true,car,null,9,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2007,78400,kilometer,CAYENNE,Cayenne S,true,car,null,9,null
null,Red,null,CHF,null,Zuzwil,CH,Aston Martin,2006,41000,kilometer,DB9, Volante,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Opel,2003,11700,kilometer,SPEEDSTER,Speedster 2.0 16V Turbo,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,Lamborghini,2002,16000,kilometer,MURCIÉLAGO,Murciélago 6.2 Coupé,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2014,9900,kilometer,911, Turbo S Cabrio,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2012,20100,kilometer,E 63 AMG, CGI,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Ferrari,2007,45000,kilometer,F430,,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,36800,kilometer,SL 500,,true,car,null,6,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,2002,81900,kilometer,330,Ci,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Bentley,1986,101500,kilometer,Mulsanne, Turbo,true,car,null,9,null
null,Red,null,CHF,null,Zuzwil,CH,Saab,2005,104400,kilometer,9-3, 2.0T Performance,true,car,null,4,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,43700,kilometer,C 350, Elégance 4Matic,true,car,null,11,null
null,Red,null,CHF,null,Zuzwil,CH,BMW,1999,29800,kilometer,M5,,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Triumph,1974,38000,kilometer,Spitfire, MK IV,true,car,null,3,null
null,Red,null,CHF,null,Zuzwil,CH,Jaguar,2001,95100,kilometer,XJ,R 4.0 V8 S/C,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Bentley,2002,62000,kilometer,ARNAGE,Arnage T,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2010,29000,kilometer,E 63 AMG,,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Renault,1982,82400,kilometer,ALPINE, V6,true,car,null,11,null
null,Red,null,CHF,null,Zuzwil,CH,Porsche,2001,21100,kilometer,911, GT3 CS,true,car,null,1,null
null,Red,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,132600,kilometer,E 420, Avantgarde,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Dodge,1979,13800,kilometer,null,B 200,true,car,null,7,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,2010,38000,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,9,null
null,Red,null,CHF,null,Zuzwil,CH,BMW,2001,127800,kilometer,M3,,true,car,null,9,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,2000,45000,kilometer,A6, Avant 2.7 T Ambition,true,car,null,9,null
null,Other,null,CHF,null,Zuzwil,CH,Porsche,2010,2900,kilometer,CAYENNE,Cayenne Turbo Techart Magnum Kit,true,car,null,1,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2003,43400,kilometer,RS6, Avant quattro,true,car,null,5,null
null,Red,null,CHF,null,Zuzwil,CH,Audi,1997,33800,kilometer,A8, 4.2 quattro,true,car,null,9,null
null,Red,null,CHF,null,Zuzwil,CH,BMW,2004,61900,kilometer,X5, 4.8is,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2008,25700,kilometer,135,i,true,car,null,10,null
null,Blue,null,CHF,null,Zuzwil,CH,Ferrari,2000,46500,kilometer,456,M GT,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,43300,kilometer,SL 55 AMG,,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1995,62000,kilometer,S 600,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Nissan,1992,98000,kilometer,SUNNY, 2.0 16V GTI-R Rallye,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Volvo,1999,107000,kilometer,S40, 2.0 T,true,car,null,5,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,51000,kilometer,CLS 500,,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,1998,34600,kilometer,F355, Spider,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,1997,91900,kilometer,S6, Avant quattro 4.2,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2008,28500,kilometer,GALLARDO,Gallardo LP560-4 Coupé,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,45300,kilometer,SL 600,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,118200,kilometer,C 180, Esprit,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2005,49800,kilometer,MURCIÉLAGO,Murciélago 6.2 Coupé,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,123300,kilometer,E 500, Avantgarde,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1995,111900,kilometer,750,iL,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1996,79800,kilometer,320,i Touring,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1960,177000,kilometer,null,DAUPHINE GORDINI,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2007,99800,kilometer,525,xi,true,car,null,1,null
null,Black,null,CHF,null,Sursee,CH,Ferrari,1989,7000,kilometer,F40 / F50,,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1972,68000,kilometer,Alpine A110, 1600 S,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2001,120900,kilometer,530,i Touring,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,1999,18200,kilometer,456,M GTA,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1983,128500,kilometer,ALPINE, V6,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Ford,1990,164400,kilometer,SIERRA,Sierra 2.0i Cosworth 4x4,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2004,61400,kilometer,911, Carrera Jubilé 40,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,VW,2002,15900,kilometer,PHAETON,Phaeton 6.0 W12 4Motion,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,70900,kilometer,SL 320,,true,car,null,1,null
null,Black,null,CHF,null,Sursee,CH,Porsche,2011,6300,kilometer,911, GT3 RS,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Other,2009,53300,kilometer,LEON,Leon 2.0 TSI FR,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2004,56600,kilometer,QUATTROPORTE,Quattroporte 4.2,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2003,40900,kilometer,RS6, Avant quattro,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2009,29500,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,60500,kilometer,B 200, T Sailing Edition,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2006,9800,kilometer,QUATTROPORTE,Quattroporte 4.2,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2007,77500,kilometer,335,i,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,42500,kilometer,SLK 55 AMG,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2005,64500,kilometer,CAYENNE,Cayenne Turbo,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2008,29300,kilometer,TT,S Cpé 2.0 TFSI quattro,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,103800,kilometer,CL 600,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1983,159700,kilometer,R5, 1400 Alpine Turbo,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,118000,kilometer,ML 500,,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Ford,1973,36100,kilometer,CAPRI, RS 2600,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1997,70700,kilometer,E 50 AMG, Avantgarde,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Other,1998,94400,kilometer,5 SERIES,B10 4.6 S.Tronic,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,63400,kilometer,E 55 AMG, Avantgarde,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1974,134000,kilometer,2002, Turbo,true,car,null,7,null
null,Blue,null,CHF,null,Zuzwil,CH,BMW,1998,60700,kilometer,750,i,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2006,24300,kilometer,QUATTROPORTE,Quattroporte 4.2 Sport GT,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2009,57400,kilometer,C 63 AMG, Avantgarde,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,1995,124900,kilometer,BROOKLANDS,Brooklands,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Aston Martin,2007,35500,kilometer,V8 Vantage, 4.3,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Other,2012,4950,kilometer,5 SERIES,B5 BiTurbo 4.4 V8,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2011,39000,kilometer,CAYENNE,Cayenne Turbo,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Jaguar,1999,89666,kilometer,XK,R S/C,true,car,null,5,null
null,Other,null,CHF,null,Zuzwil,CH,Other,2012,92000,kilometer,MUSTANG,Mustang Shelby GT500,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,25000,kilometer,SLK 55 AMG, Black Series,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Chevrolet,1994,68200,kilometer,CORVETTE,Corvette 5.7 LT1 Convert.,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1971,145100,kilometer,300, SEL 3.5,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1996,81900,kilometer,911, Carrera Cabrio,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2003,43800,kilometer,RS6, Avant quattro,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Lotus,1969,62200,kilometer,EUROPA,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2000,171000,kilometer,M5,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1992,52500,kilometer,SL 600,,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Opel,1982,60990,kilometer,MANTA, 400 Breitbau,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2009,45000,kilometer,750,i xDrive,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Opel,2006,90600,kilometer,VECTRA,Vectra 2.8 T V6 Cosmo,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2001,79900,kilometer,X5, 4.4i,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1985,97000,kilometer,SL-CLASS,500 SL,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1997,74000,kilometer,911, Targa,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Nissan,2005,54500,kilometer,MURANO,Murano 3.5 V6,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,1998,32800,kilometer,F355, Berlinetta,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2002,75200,kilometer,RS6, Avant quattro,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Toyota,1983,54100,kilometer,CELICA,Celica 2800 i Supra,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2004,66100,kilometer,A4, Avant 3.0 V6 quattro,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,70000,kilometer,SL 600,,true,car,null,4,null
null,Blue,null,CHF,null,Zuzwil,CH,Hummer,2006,127700,kilometer,H3, 3.5 Luxury,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1995,65400,kilometer,740,i,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1996,86100,kilometer,535,i,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1990,23800,kilometer,SL 500,,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2004,69500,kilometer,CAYENNE,Cayenne Turbo,true,car,null,11,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,29500,kilometer,CL 600,,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2004,2300,kilometer,RS6, Avant quattro,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2008,29100,kilometer,SL 600,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1984,137700,kilometer,911, Carrera Cabrio,true,car,null,12,null
null,Black,null,CHF,null,Porrentruy,CH,Lamborghini,1998,13960,kilometer,DIABLO,Diablo 5.7 VT Roadster,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Jeep,1997,61000,kilometer,Grand Cherokee, 5.2 Ltd.,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1973,110200,kilometer,450, SLC,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Audi,2003,88600,kilometer,RS6, Avant quattro,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2002,44000,kilometer,A8, 4.2 quattro,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,VW,2002,175000,kilometer,PHAETON,Phaeton 6.0 W12 4Motion,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2008,67700,kilometer,S5, Coupé 4.2 FSI quattro,true,car,null,5,null
null,Black,null,CHF,null,Porrentruy,CH,Lamborghini,2014,1999,kilometer,AVENTADOR,Aventador LP700-4 Rds,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,1981,114000,kilometer,924, Turbo,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,McLaren,2012,55,kilometer,12C,MP4- 3.8 V8,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2008,18200,kilometer,CAYENNE,Cayenne Turbo,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Land Rover,2010,15000,kilometer,RANGE ROVER SPORT,Range Rover Sport 5.0 V8 SC,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,51000,kilometer,S 500,,true,car,null,10,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2002,34500,kilometer,SL 55 AMG,,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1996,65400,kilometer,600-SERIES,611 DS,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Lotus,2002,150,kilometer,ESPRIT,Esprit 3.5 V8 SE,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1972,14873,kilometer,R12, Gordini,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,300,kilometer,SLK 200, Kompressor,true,car,null,10,null
null,Blue,null,CHF,null,Zuzwil,CH,Bentley,1999,44600,kilometer,ARNAGE,Arnage Green Label,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2012,19400,kilometer,SLK 55 AMG,,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2005,84000,kilometer,CONTINENTAL,Continental GT 6.0,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1992,108100,kilometer,SL 600,,true,car,null,9,null
null,Blue,null,CHF,null,Zuzwil,CH,Opel,2004,9000,kilometer,SPEEDSTER,Speedster 2.2 16V,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2001,16000,kilometer,ML 430,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2007,1,kilometer,ML 500, 4Matic,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,48300,kilometer,CL 65 AMG,,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,26400,kilometer,SLR, McLaren Coupé,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1994,41700,kilometer,911, Turbo,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Matra,1979,52000,kilometer,null,SIMCA Bagheera Serie II,true,car,null,2,null
null,Blue,null,CHF,null,Zuzwil,CH,Porsche,2001,62900,kilometer,911, Turbo,true,car,null,11,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2001,59500,kilometer,911, Turbo,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Ferrari,2008,5000,kilometer,F430, Challenge GT3 LOOK,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1996,65000,kilometer,740,i,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2007,72000,kilometer,550,i Touring,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2001,21700,kilometer,ARNAGE,Arnage Red Label,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Jeep,1996,126200,kilometer,Grand Cherokee, 4.0 Ltd.,true,car,null,12,null
null,Black,null,CHF,null,Zuzwil,CH,Rolls-Royce,1990,47100,kilometer,CORNICHE, III,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2011,23000,kilometer,SLS 63, AMG,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,8900,kilometer,SL 320,,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2003,21800,kilometer,X5, 4.6is,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Fiat,1978,115100,kilometer,SPIDER, CSA,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2012,12000,kilometer,M5,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Bentley,2009,76200,kilometer,CONTINENTAL,Continental GTC 6.0,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2010,13200,kilometer,S 63 AMG,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,2009,45000,kilometer,GRANTURISMO,GranTurismo S,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Jaguar,2000,107100,kilometer,XK,R S/C Convertible,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Lamborghini,2004,36700,kilometer,GALLARDO,Gallardo 5.0 V10 Coupé,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2000,33000,kilometer,null,CL 5.8 BRABUS,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,2002,32900,kilometer,X5, 4.6is,true,car,null,8,null
null,Blue,null,CHF,null,Zuzwil,CH,Alfa Romeo,1984,75000,kilometer,GTV, 6 2.5,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1998,64100,kilometer,C 43 AMG, Sport,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2003,59000,kilometer,RS6, Avant quattro,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1998,26000,kilometer,911, Carrera,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,32500,kilometer,SL 55 AMG,,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Renault,1978,90000,kilometer,Alpine A110, Modell 1400 FASA,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2005,77000,kilometer,CLS 55 AMG,,true,car,null,6,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,89200,kilometer,E 240, Elégance,true,car,null,4,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2004,75600,kilometer,911, Carrera 4 S Cabrio,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2007,46500,kilometer,911, Turbo Cabrio,true,car,null,9,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1974,82600,kilometer,2002, Turbo,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2008,48200,kilometer,RS6, Avant 5.0 V10 quattro,true,car,null,11,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2012,19999,kilometer,SL 63 AMG,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2003,45200,kilometer,SL 55 AMG,,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,VW,2008,71700,kilometer,TOURAN,Touran 1.4 TSI Trend,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,1999,73700,kilometer,S 320,,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Talbot,1982,40100,kilometer,null,Sunbeam Lotus,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Saab,2002,117100,kilometer,9-5, 2.3T Aero,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2009,26500,kilometer,R8, Coupé 5.2,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Lincoln,2002,119600,kilometer,Continental,,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Maserati,1996,40600,kilometer,GHIBLI,Ghibli 2.8 GT,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,Honda,1998,186000,kilometer,ACCORD,Accord Coupé V6 3.0i VTEC,true,car,null,7,null
null,Black,null,CHF,null,Zuzwil,CH,Audi,2011,31750,kilometer,RS5, Coupé 4.2FSI quattro,true,car,null,1,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2002,38200,kilometer,911, GT2,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,8000,kilometer,SL 500,,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2012,500,kilometer,C 63 AMG, BLACK SERIES,true,car,null,3,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1999,18300,kilometer,740,iL,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,2000,7000,kilometer,911, GT3 CUP,true,car,null,5,null
null,Black,null,CHF,null,Zuzwil,CH,BMW,1995,49900,kilometer,328,i A Cabrio,true,car,null,8,null
null,Black,null,CHF,null,Zuzwil,CH,Porsche,1995,134100,kilometer,911, Carrera 4,true,car,null,2,null
null,Black,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2004,96400,kilometer,SL 600,,true,car,null,3,null
null,Blue,null,CHF,null,Zuzwil,CH,Mercedes-Benz,2006,15100,kilometer,CL 500,,true,car,null,9,null
