MakeText,BodyColorText,ModelTypeText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,ModelText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
Audi,Black, Avant quattro,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,2,2001,Benzin,380,681.0,schwarz,72600,RS4,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,RS4 Avant quattro,AUDI RS4 Avant quattro
Mercedes-Benz,Black,,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,4,2002,Benzin,476,682.0,beige,31200,SL 55 AMG,"""""""Ab MFK""""""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
Porsche,Black,Cayenne Turbo,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,5,2008,Benzin,500,684.0,schwarz,16500,CAYENNE,"""""""Ab MFK""""""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
Toyota,Black, Bergungsfahrzeug,Pick-up,2976,Zuzwil,null,Occasion,null,null,2,null,1,1981,Diesel,0,686.0,beige,26900,DYNA,null,3,Schaltgetriebe,Bergungsfahrzeug,TOYOTA DYNA Bergungsfahrzeug
Lamborghini,Black,GallardoLP570-4CpéTecnica,Coupé,5204,St. Gallen,319 g/km,Occasion,G,13.5 l/100km,2,Allrad,9,2014,Benzin,570,687.0,schwarz,1700,GALLARDO,"""""""Ab MFK""""""",2,Automat sequentiell,GallardoLP570-4CpéTecnica,LAMBORGHINI GallardoLP570-4CpéTecnica
VW,Black,Touareg R50 V10,SUV / Geländewagen,4921,Zuzwil,333 g/km,Occasion,G,12.6 l/100km,5,Allrad,4,2008,Diesel,351,688.0,schwarz,108500,TOUAREG,"""""""Ab MFK"""""," """"Tuning""""""",5,Automat,Touareg R50 V10
Audi,Black, quattro,Limousine,1781,Zuzwil,226 g/km,Occasion,G,9.4 l/100km,3,Allrad,3,2002,Benzin,225,690.0,anthrazit,316200,S3,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,S3 quattro,AUDI S3 quattro
Chrysler,Black,Viper RT/10,Cabriolet,7986,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Benzin,364,691.0,grau,20000,VIPER,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Viper RT/10,CHRYSLER Viper RT/10
Mercedes-Benz,Black,,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1992,Benzin,320,694.0,grau,125600,SL 500,"""""""Ab MFK""""""",2,Automat,SL 500,MERCEDES-BENZ SL 500
Lotus,Black,Elise,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,6,2001,Benzin,120,695.0,schwarz,75100,ELISE,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Elise,LOTUS Elise
Maserati,Black,Quattroporte 4.2,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,5,2006,Benzin,400,696.0,beige,10600,QUATTROPORTE,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
Mercedes-Benz,Black, Edition,Cabriolet,4966,Zuzwil,300 g/km,Occasion,null,12.5 l/100km,2,Hinterradantrieb,4,2000,Benzin,306,698.0,schwarz,51000,SL 500,"""""""Ab MFK""""""",2,Automat,SL 500 Edition,MERCEDES-BENZ SL 500 Edition
Other,Black,Coupé 2.7 24V FX,Coupé,2656,Zuzwil,236 g/km,Occasion,G,9.9 l/100km,3,Vorderradantrieb,4,2007,Benzin,167,699.0,schwarz,26900,COUPÉ,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Coupé 2.7 24V FX,HYUNDAI Coupé 2.7 24V FX
Mercedes-Benz,Other,,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,11,2004,Benzin,306,7.0,schwarz,120900,CLS 500,"""""""Ab MFK""""""",4,Automat sequentiell,CLS 500,MERCEDES-BENZ CLS 500
Mercedes-Benz,Black,,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,15.1 l/100km,2,Hinterradantrieb,3,2005,Benzin,612,701.0,grau,15300,SL 65 AMG,"""""""Ab MFK""""""",2,Automat,SL 65 AMG,MERCEDES-BENZ SL 65 AMG
Porsche,Black, GT3,Coupé,3800,Zuzwil,289 g/km,Neu,G,12.4 l/100km,2,Hinterradantrieb,7,2014,Benzin,476,702.0,schwarz,100,911,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,911 GT3,PORSCHE 911 GT3
Nissan,Black, Rennwagen,Coupé,2568,Zuzwil,null,Occasion,null,null,2,Allrad,1,2002,Benzin,800,703.0,null,15000,Skyline,"""""""Tuning""""""",2,Schaltgetriebe,Rennwagen,NISSAN Skyline Rennwagen
Bentley,Black,Continental GT Speed 6.0,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2008,Benzin,610,704.0,braun,36900,CONTINENTAL,"""""""Ab MFK""""""",4,Automat sequentiell,Continental GT Speed 6.0,BENTLEY Continental GT Speed 6.0
Ferrari,Black,,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2003,Benzin,517,706.0,blau,23100,575M,"""""""Ab MFK""""""",2,Automatik-Getriebe,575M,FERRARI 575M
Mercedes-Benz,Black, Avantgarde,Limousine,6209,Zuzwil,341 g/km,Occasion,G,14.3 l/100km,4,Hinterradantrieb,7,2007,Benzin,515,707.0,schwarz,39900,E 63 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,E 63 AMG Avantgarde,MERCEDES-BENZ E 63 AMG Avantgarde
Bentley,Black,Continental GT 6.0,Coupé,5998,Zuzwil,396 g/km,Occasion,G,16.6 l/100km,2,Allrad,5,2005,Benzin,560,709.0,grau,142000,CONTINENTAL,"""""""Ab MFK""""""",4,Automat sequentiell,Continental GT 6.0,BENTLEY Continental GT 6.0
Audi,Black, Cabriolet 4.2 quattro,Cabriolet,4163,Zuzwil,334 g/km,Occasion,G,13.9 l/100km,2,Allrad,6,2006,Benzin,420,711.0,schwarz,34650,RS4,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,RS4 Cabriolet 4.2 quattro,AUDI RS4 Cabriolet 4.2 quattro
Alfa Romeo,Black, 3.0 V6 24V Super,Limousine,2959,Zuzwil,296 g/km,Occasion,null,12.5 l/100km,4,Vorderradantrieb,2,1999,Benzin,226,712.0,grau,56400,166,"""""""Ab MFK""""""",5,Automatik-Getriebe,166 3.0 V6 24V Super,ALFA ROMEO 166 3.0 V6 24V Super
Other,Black,B3 3.2 Coupé S.Tronic,Coupé,3152,Zuzwil,275 g/km,Occasion,null,11.6 l/100km,2,Hinterradantrieb,2,1997,Benzin,265,713.0,schwarz,99400,3 SERIES,"""""""Ab MFK""""""",4,Automat,B3 3.2 Coupé S.Tronic,BMW-ALPINA B3 3.2 Coupé S.Tronic
Renault,Black,Alpine A310 V6,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1978,Benzin,150,714.0,grau,222300,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
Porsche,Black, Turbo,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2003,Benzin,420,715.0,schwarz,85200,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
BMW,Black,i,Limousine,4398,Zuzwil,298 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,7,1996,Benzin,286,716.0,schwarz,141000,540,"""""""Ab MFK""""""",5,Automat,540i,BMW 540i
Ferrari,Black, GTA,Coupé,5474,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1996,Benzin,442,718.0,rot,52800,456,"""""""Ab MFK""""""",4,Automat,456 GTA,FERRARI 456 GTA
Lamborghini,Black,Murciélago 6.2 Coupé,Coupé,6192,Zuzwil,500 g/km,Occasion,G,21.5 l/100km,2,Allrad,6,2003,Benzin,580,719.0,schwarz,13500,MURCIÉLAGO,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé
Renault,Black, 1600 SC,Coupé,1605,Zuzwil,null,Occasion,null,null,2,null,8,1973,Benzin,140,720.0,schwarz,40700,Alpine A110,"""""""Ab MFK""""""",2,Schaltgetriebe,1600 SC,RENAULT Alpine A110 1600 SC
BMW,Black,i Touring,Kombi,2494,Zuzwil,235 g/km,Vorführmodell,null,9.8 l/100km,5,Hinterradantrieb,9,1997,Benzin,170,722.0,grau,112300,523,"""""""Ab MFK""""""",5,Automatik-Getriebe,523i Touring,BMW 523i Touring
BMW,Black,,Coupé,4395,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2012,Benzin,560,725.0,schwarz,29600,M6,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",4,Automatisiertes Schaltgetriebe,M6
Porsche,Black, Turbo Cabrio,Cabriolet,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,4,2008,Benzin,480,726.0,braun,35500,911,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio
Jaguar,Blue,8 4.2 V8 Sovereign,Limousine,4196,Zuzwil,269 g/km,Occasion,G,11.4 l/100km,4,Hinterradantrieb,11,2007,Benzin,298,73.0,beige,74000,XJ,"""""""Ab MFK""""""",5,Automat,XJ8 4.2 V8 Sovereign,JAGUAR XJ8 4.2 V8 Sovereign
Dodge,Black, SRT-10,Pick-up,8300,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,3,2006,Benzin,505,733.0,anthrazit,41000,Ram,"""""""Ab MFK""""""",5,Automatik-Getriebe,SRT-10,DODGE Ram SRT-10
Audi,Black, Avant quattro,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,11,2000,Benzin,380,734.0,null,51800,RS4,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,RS4 Avant quattro,AUDI RS4 Avant quattro
Lamborghini,Black,Diablo 5.7 SV,Coupé,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Hinterradantrieb,7,1999,Benzin,530,736.0,grün,45700,DIABLO,null,2,Schaltgetriebe manuell,Diablo 5.7 SV,LAMBORGHINI Diablo 5.7 SV
Lamborghini,Blue,Diablo 5.7,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,492,74.0,beige,26800,DIABLO,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,Diablo 5.7,LAMBORGHINI Diablo 5.7
Mercedes-Benz,Black,CLK DTM AMG Cabriolet,Cabriolet,5439,Zuzwil,null,Occasion,null,null,2,null,6,2008,null,582,740.0,schwarz,500,null,"""""""Ab MFK""""""",4,null,CLK DTM AMG Cabriolet,MERCEDES-BENZ CLK DTM AMG Cabriolet
Lamborghini,Black,Murciélago LP670-4 SV Cpé,Coupé,6496,Zuzwil,480 g/km,Occasion,G,20.6 l/100km,2,Allrad,7,2009,Benzin,670,743.0,anthrazit,9500,MURCIÉLAGO,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Murciélago LP670-4 SV Cpé,LAMBORGHINI Murciélago LP670-4 SV Cpé
Mercedes-Benz,Black,,Cabriolet,5981,Zuzwil,null,Occasion,G,15.1 l/100km,2,Hinterradantrieb,9,2004,Benzin,612,748.0,grau,33613,SL 65 AMG,"""""""Ab MFK""""""",2,Automat,SL 65 AMG,MERCEDES-BENZ SL 65 AMG
Audi,Black, Avant 4.0 TFSI V8 qu,Kombi,3993,Zuzwil,229 g/km,Occasion,G,9.8 l/100km,5,Allrad,3,2013,Benzin,560,749.0,schwarz,6000,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant 4.0 TFSI V8 qu,AUDI RS6 Avant 4.0 TFSI V8 qu
Land Rover,Black,Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,12,1995,Benzin,226,750.0,schwarz,46500,RANGE ROVER,"""""""Ab MFK""""""",5,Automat,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE
Bentley,Black,Arnage T,Limousine,6761,Zuzwil,495 g/km,Occasion,G,20.6 l/100km,4,Hinterradantrieb,6,2002,Benzin,457,751.0,mehrfarbig,36000,ARNAGE,"""""""Ab MFK""""""",5,Automat,Arnage T,BENTLEY Arnage T
Fiat,Black, Racing / Sport,Limousine,1995,Zuzwil,null,Occasion,null,null,3,null,5,1980,Benzin,115,755.0,schwarz,80000,131,null,2,Schaltgetriebe,Racing / Sport,FIAT 131 Racing / Sport
Porsche,Black, Carrera 4S Cabrio,Cabriolet,3824,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Allrad,5,2006,Benzin,355,756.0,schwarz,30600,911,"""""""Ab MFK""""""",2,Schaltgetriebe manuell,911 Carrera 4S Cabrio,PORSCHE 911 Carrera 4S Cabrio
Porsche,Black, GTR (GT3),Coupé,3600,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2001,Benzin,650,759.0,schwarz,16300,911,"""""""Ab MFK"""""," """"Tuning""""""",4,Schaltgetriebe,GTR (GT3)
Porsche,Blue, Carrera Cabrio,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,1,1996,Benzin,285,76.0,grau,78000,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
Ferrari,Black, Challenge stradale,Coupé,3586,Zuzwil,440 g/km,Occasion,G,19.1 l/100km,2,Hinterradantrieb,3,2004,Benzin,415,760.0,schwarz,27650,F360,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,F360 Challenge stradale,FERRARI F360 Challenge stradale
BMW,Black, E21,Coupé,2315,Zuzwil,null,Occasion,null,9.0 l/100km,2,null,9,1982,Benzin,143,763.0,null,64700,323,"""""""Ab MFK""""""",5,null,E21,BMW 323 E21
Land Rover,Black,Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1995,Benzin,226,766.0,grau,70400,RANGE ROVER,"""""""Ab MFK""""""",5,Automat,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE
Mercedes-Benz,Black,,Cabriolet,3199,Zuzwil,268 g/km,Occasion,G,11.2 l/100km,2,Hinterradantrieb,8,2003,Benzin,354,767.0,schwarz,123400,SLK 32 AMG,"""""""Ab MFK""""""",2,Automat,SLK 32 AMG,MERCEDES-BENZ SLK 32 AMG
Other,Black,B5 BiTurbo 4.4 V8,Limousine,4395,Zuzwil,221 g/km,Occasion,G,9.5 l/100km,4,Hinterradantrieb,5,2012,Benzin,540,768.0,schwarz,19100,5 SERIES,"""""""Ab MFK""""""",5,Automat sequentiell,B5 BiTurbo 4.4 V8,BMW-ALPINA B5 BiTurbo 4.4 V8
Lamborghini,Black,Diablo 5.7,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1997,Benzin,492,769.0,mehrfarbig,55000,DIABLO,null,2,Schaltgetriebe manuell,Diablo 5.7,LAMBORGHINI Diablo 5.7
Porsche,Blue,Panamera Turbo 4.8,Limousine,4806,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,5,Allrad,1,2010,Benzin,500,77.0,schwarz,26800,PANAMERA,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,Panamera Turbo 4.8,PORSCHE Panamera Turbo 4.8
Audi,Black, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,7,2002,Benzin,450,770.0,schwarz,21400,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
BMW,Black,d Touring,Kombi,1995,Zuzwil,184 g/km,Occasion,F,6.9 l/100km,5,Hinterradantrieb,8,2007,Diesel,163,771.0,anthrazit,162000,320,"""""""Ab MFK""""""",5,Automat,320d Touring,BMW 320d Touring
Renault,Black,Alpine A310 V6,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1983,Benzin,150,773.0,mehrfarbig,111990,ALPINE,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
Mercedes-Benz,Black,,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,2,1998,Benzin,320,774.0,schwarz,30400,SL 500,"""""""Ab MFK""""""",0,Automat,SL 500,MERCEDES-BENZ SL 500
Porsche,Black, Carrera,Coupé,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,9,2000,Benzin,300,775.0,schwarz,77600,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Carrera,PORSCHE 911 Carrera
BMW,Black, 4.6is,SUV / Geländewagen,4619,Zuzwil,356 g/km,Occasion,G,14.9 l/100km,5,Allrad,2,2002,Benzin,347,776.0,schwarz,23800,X5,"""""""Ab MFK""""""",5,Automat sequentiell,X5 4.6is,BMW X5 4.6is
BMW,Black,,Limousine,4395,Zuzwil,232 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,3,2013,Benzin,560,777.0,braun,4600,M5,"""""""Ab MFK""""""",5,Automatisiertes Schaltgetriebe,M5,BMW M5
Maserati,Black,Coupé GT,Coupé,4244,Zuzwil,400 g/km,Occasion,null,17.5 l/100km,2,Hinterradantrieb,10,2002,Benzin,390,779.0,blau,23200,COUPÉ GT,"""""""Ab MFK""""""",4,Automatik-Getriebe,Coupé GT,MASERATI Coupé GT
Audi,Black, Avant quattro,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,6,2003,Benzin,450,780.0,braun,41100,RS6,"""""""Ab MFK""""""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
Mercedes-Benz,Black, L 4Matic,Limousine,3498,Zuzwil,247 g/km,Occasion,G,10.6 l/100km,4,Allrad,1,2010,Benzin,272,782.0,schwarz,110800,S 350,"""""""Ab MFK""""""",5,Automat sequentiell,S 350 L 4Matic,MERCEDES-BENZ S 350 L 4Matic
Audi,Black, Avant 3.0 V6,Kombi,2976,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,5,Vorderradantrieb,8,2002,Benzin,220,783.0,schwarz,101900,A4,"""""""Ab MFK""""""",5,Automatik-Getriebe,A4 Avant 3.0 V6,AUDI A4 Avant 3.0 V6
Mercedes-Benz,Black, L,Limousine,5987,Zuzwil,null,Occasion,null,16.9 l/100km,4,Hinterradantrieb,1,1996,Benzin,394,785.0,schwarz,125000,S 600,"""""""Ab MFK""""""",5,Automat,S 600 L,MERCEDES-BENZ S 600 L
BMW,Black, CSL,Limousine,3003,Zuzwil,null,Occasion,null,null,2,null,1,1973,Benzin,200,786.0,schwarz,129800,3.0,"""""""Ab MFK""""""",0,null,CSL,BMW 3.0 CSL
Ferrari,Black,,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,4,2005,Benzin,540,787.0,beige,36000,612,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,612,FERRARI 612
Mercedes-Benz,Black,,SUV / Geländewagen,5439,Zuzwil,378 g/km,Occasion,G,15.9 l/100km,5,Allrad,1,2008,Benzin,500,788.0,schwarz,49600,G 55 AMG,"""""""Ab MFK""""""",5,Automat sequentiell,G 55 AMG,MERCEDES-BENZ G 55 AMG
Other,Black,CJ-5 12V ARMEEFAHRZEUG,SUV / Geländewagen,2199,Zuzwil,null,Occasion,null,null,0,Allrad,9,1966,Benzin,0,789.0,schwarz,18000,null,"""""""Ab MFK""""""",2,Schaltgetriebe,CJ-5 12V ARMEEFAHRZEUG,KAISER CJ-5 12V ARMEEFAHRZEUG
Mercedes-Benz,Blue,,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1993,Benzin,394,79.0,schwarz,37000,SL 600,"""""""Ab MFK""""""",0,Automat,SL 600,MERCEDES-BENZ SL 600
Mercedes-Benz,Black,,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,8,1997,Benzin,320,791.0,grau,39800,SL 500,"""""""Ab MFK""""""",2,Automat,SL 500,MERCEDES-BENZ SL 500
Mercedes-Benz,Black,,Cabriolet,5461,Zuzwil,291 g/km,Occasion,G,12.2 l/100km,2,Hinterradantrieb,4,2007,Benzin,388,792.0,mehrfarbig,47900,SL 500,"""""""Ab MFK""""""",2,Automat sequentiell,SL 500,MERCEDES-BENZ SL 500
Lotus,Black,HKT Seven GTS,Cabriolet,1781,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,2005,Benzin,225,793.0,schwarz,16000,null,"""""""Ab MFK""""""",2,Schaltgetriebe,HKT Seven GTS,LOTUS HKT Seven GTS
Mercedes-Benz,Black, L,Limousine,4966,Zuzwil,320 g/km,Occasion,G,13.4 l/100km,4,Hinterradantrieb,5,2000,Benzin,306,799.0,schwarz,74500,S 500,"""""""Ab MFK""""""",5,Automat,S 500 L,MERCEDES-BENZ S 500 L
Aston Martin,Other, Volante,Cabriolet,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,11,2005,Benzin,457,8.0,schwarz,31800,DB9,"""""""Ab MFK""""""",4,Automat sequentiell,DB9 Volante,ASTON MARTIN DB9 Volante
Lancia,Blue, Integrale EVO,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,80.0,beige,68000,DELTA,"""""""Ab MFK""""""",5,Schaltgetriebe,Integrale EVO,LANCIA DELTA Integrale EVO
BMW,Black,i,Limousine,2494,Zuzwil,225 g/km,Occasion,null,9.4 l/100km,4,Hinterradantrieb,2,2002,Benzin,193,800.0,beige,125900,525,"""""""Ab MFK""""""",5,Automatik-Getriebe,525i,BMW 525i
BMW,Black,,Cabriolet,4395,Zuzwil,239 g/km,Occasion,G,10.3 l/100km,2,Hinterradantrieb,6,2012,Benzin,560,801.0,schwarz,66800,M6,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,M6,BMW M6
Mercedes-Benz,Black, Black Series,Coupé,6209,Zuzwil,369 g/km,Occasion,G,15.3 l/100km,2,Hinterradantrieb,6,2008,Benzin,507,802.0,schwarz,45000,CLK 63 AMG,"""""""Ab MFK""""""",2,Automat sequentiell,CLK 63 AMG Black Series,MERCEDES-BENZ CLK 63 AMG Black Series
Porsche,Black, Turbo ll 3.6,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1993,Benzin,445,803.0,schwarz,128200,911,"""""""Ab MFK""""""",2,Schaltgetriebe,Turbo ll 3.6,PORSCHE 911 Turbo ll 3.6
Mercedes-Benz,Black,,Limousine,3199,Zuzwil,305 g/km,Occasion,null,13.4 l/100km,4,Hinterradantrieb,8,1997,Benzin,231,804.0,grau,58000,S 320,"""""""Ab MFK""""""",5,Automat,S 320,MERCEDES-BENZ S 320
Porsche,Black, Turbo,Coupé,3299,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1984,Benzin,300,805.0,schwarz,63500,911,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
Ferrari,Black, Italia 4.5 V8,Coupé,4497,Zuzwil,275 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,10,2010,Benzin,566,808.0,rot,680,458,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8
Rolls-Royce,Black,,Limousine,6747,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,9,1988,null,215,809.0,beige,73800,Silver Spur,"""""""Ab MFK""""""",5,Automatik-Getriebe,null,ROLLS-ROYCE Silver Spur
NSU,Blue,TTS,Limousine,0,Zuzwil,null,Occasion,null,null,0,null,7,1971,null,70,81.0,schwarz,75000,null,"""""""Ab MFK""""""",4,Schaltgetriebe,TTS,NSU TTS
Jaguar,Black,R 5.0 V8 SC,Cabriolet,5000,Zuzwil,292 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,3,2009,Benzin,510,810.0,schwarz,49500,XK,"""""""Ab MFK""""""",4,Automat sequentiell,XKR 5.0 V8 SC,JAGUAR XKR 5.0 V8 SC
BMW,Black,d xDrive,Limousine,2993,Zuzwil,149 g/km,Occasion,D,5.7 l/100km,4,Allrad,4,2012,Diesel,313,811.0,grau,82000,535,"""""""Ab MFK""""""",5,Automat sequentiell,535d xDrive,BMW 535d xDrive
Lamborghini,Black,Huracan LP610-4 Coupé,Coupé,5204,Zuzwil,280 g/km,Occasion,G,12.0 l/100km,2,Allrad,1,2016,Benzin,610,814.0,schwarz,2100,HURACAN,"""""""Ab MFK""""""",2,Automatisiertes Schaltgetriebe,Huracan LP610-4 Coupé,LAMBORGHINI Huracan LP610-4 Coupé
Ferrari,Black,,Coupé,5748,Zuzwil,475 g/km,Occasion,G,20.7 l/100km,2,Hinterradantrieb,7,2004,Benzin,540,818.0,schwarz,113800,612,"""""""Ab MFK""""""",4,Automatisiertes Schaltgetriebe,612,FERRARI 612
Toyota,Blue, 2000GT,Coupé,1988,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,11,1976,Benzin,120,82.0,mehrfarbig,38700,CELICA,"""""""Ab MFK""""""",4,Schaltgetriebe manuell,2000GT,TOYOTA CELICA 2000GT
Lancia,Black,Delta HF Integrale Evo 4V,Limousine,1994,Zuzwil,null,Occasion,null,null,5,Allrad,12,1993,Benzin,212,821.0,grau,131000,DELTA,"""""""Ab MFK""""""",5,Schaltgetriebe manuell,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V
Toyota,Black, BJ 40 LT,SUV / Geländewagen,2977,Zuzwil,null,Occasion,null,null,3,Allrad,7,1979,Diesel,0,822.0,mehrfarbig,240500,LAND CRUISER,null,6,Schaltgetriebe,BJ 40 LT,TOYOTA LAND CRUISER BJ 40 LT
Maserati,Black,Coupé GT,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,9,2006,Benzin,390,823.0,mehrfarbig,38900,COUPÉ GT,"""""""Ab MFK"""""," """"Direkt-/Parallelimport""""""",4,Automatisiertes Schaltgetriebe,Coupé GT
Other,Black,HPU Hurricane TC,null,1449,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,4,2006,Benzin,0,824.0,null,100,null,null,0,Schaltgetriebe,HPU Hurricane TC,HARLEY-DAVIDSON HPU Hurricane TC
Land Rover,Black,Range Rover 4.6 HSE,SUV / Geländewagen,4554,Zuzwil,414 g/km,Occasion,null,16.2 l/100km,5,Allrad,11,1994,Benzin,226,825.0,grau,87000,RANGE ROVER,"""""""Ab MFK""""""",5,Automat,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE
Mercedes-Benz,Black,,Coupé,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,5,2008,Benzin,612,826.0,beige,43000,CL 65 AMG,"""""""Ab MFK""""""",4,Automat sequentiell,CL 65 AMG,MERCEDES-BENZ CL 65 AMG
