BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,ModelTypeText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
rot,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1993,Benzin,394,477.0,schwarz,68900,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
rot,Cabriolet,2480,Zuzwil,null,Occasion,null,9.7 l/100km,2,Hinterradantrieb,3,1998,Benzin,204,478.0,grau,73200,PORSCHE,BOXSTER,Boxster 2.5,"""Ab MFK""",2,Automatik-Getriebe,Boxster 2.5,PORSCHE Boxster 2.5
rot,Coupé,5987,Zuzwil,400 g/km,Occasion,null,16.9 l/100km,2,Hinterradantrieb,1,1996,Benzin,394,479.0,null,36600,MERCEDES-BENZ,CL 600,CL 600,"""Ab MFK""",4,Automat,CL 600,MERCEDES-BENZ CL 600
rot,Limousine,3744,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,6,1978,Benzin,196,480.0,mehrfarbig,30900,ROLLS-ROYCE,Silver Shadow,Silver Shadow II,"""Ab MFK""",5,Automatik-Getriebe,II,ROLLS-ROYCE Silver Shadow II
rot,Coupé,5514,Zuzwil,340 g/km,Occasion,G,14.3 l/100km,2,Hinterradantrieb,4,2007,Benzin,517,483.0,braun,99999,MERCEDES-BENZ,CL 600,CL 600,"""Ab MFK""",4,Automat sequentiell,CL 600,MERCEDES-BENZ CL 600
rot,Coupé,1598,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,4,1968,Benzin,110,485.0,schwarz,85000,MARCOS,null,1600 GT,"""Ab MFK""",2,Schaltgetriebe manuell,1600 GT,MARCOS 1600 GT
rot,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1993,Benzin,320,486.0,grau,117900,MERCEDES-BENZ,SL 500,SL 500,"""Ab MFK""",2,Automat,SL 500,MERCEDES-BENZ SL 500
rot,Limousine,0,Zuzwil,null,Occasion,null,null,0,Vorderradantrieb,2,2000,null,0,487.0,null,99,RENAULT,CLIO,CLIO Rennwagen,null,0,Schaltgetriebe,Rennwagen,RENAULT CLIO Rennwagen
blau,SUV / Geländewagen,5403,Zuzwil,null,Occasion,null,null,5,null,3,2003,Benzin,300,49.0,schwarz,130000,LINCOLN,Navigator,Navigator 32 V,"""Ab MFK""",7,Automatik-Getriebe,32 V,LINCOLN Navigator 32 V
rot,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,1,2004,Benzin,517,490.0,beige,28000,FERRARI,575M,575M,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,575M,FERRARI 575M
rot,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,2012,Benzin,730,491.0,schwarz,43000,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG BLACK SERIES,"""Ab MFK""",2,Automatik-Getriebe,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES
rot,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,1,2002,Benzin,420,492.0,beige,29000,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Automatik-Getriebe,911 Turbo,PORSCHE 911 Turbo
rot,Limousine,4172,Zuzwil,322 g/km,Occasion,null,13.5 l/100km,4,Allrad,1,1999,Benzin,300,494.0,schwarz,69900,AUDI,A8,A8 4.2 quattro,"""Ab MFK""",5,Automat,A8 4.2 quattro,AUDI A8 4.2 quattro
rot,Coupé,4308,Zuzwil,420 g/km,Occasion,G,18.3 l/100km,2,Hinterradantrieb,3,2006,Benzin,486,495.0,rot,4400,FERRARI,F430,F430,"""Ab MFK""",2,Automatik-Getriebe,F430,FERRARI F430
rot,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,1,2000,Benzin,276,500.0,beige,44200,JAGUAR,S-TYPE,S-Type 4.0 V8,"""Ab MFK""",5,Automat,S-Type 4.0 V8,JAGUAR S-Type 4.0 V8
rot mét.,Coupé,3800,Zuzwil,227 g/km,Neu,G,9.7 l/100km,2,Allrad,1,2015,Benzin,560,501.0,schwarz,100,PORSCHE,911,911 Turbo S,"""Ab MFK""",4,Automatisiertes Schaltgetriebe,911 Turbo S,PORSCHE 911 Turbo S
rot mét.,Limousine,993,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1977,Benzin,47,502.0,mehrfarbig,78000,TOYOTA,null,1000 / Publica,"""Ab MFK""",5,Schaltgetriebe manuell,1000 / Publica,TOYOTA 1000 / Publica
rot mét.,Cabriolet,3996,Zuzwil,305 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,4,2002,Benzin,363,504.0,mehrfarbig,77600,JAGUAR,XK,XKR S/C Convertible,"""Ab MFK""",4,Automat,XKR S/C Convertible,JAGUAR XKR S/C Convertible
rot mét.,Kombi,2771,Zuzwil,null,Occasion,null,10.4 l/100km,5,Allrad,4,1998,Benzin,193,505.0,schwarz,196300,AUDI,A4,A4 Avant 2.8 q.Ambition,"""Ab MFK""",5,Automatik-Getriebe,A4 Avant 2.8 q.Ambition,AUDI A4 Avant 2.8 q.Ambition
rot mét.,Limousine,4973,Zuzwil,null,Occasion,null,13.5 l/100km,4,Hinterradantrieb,11,1996,Benzin,347,506.0,schwarz,33700,MERCEDES-BENZ,E 50 AMG,E 50 AMG Avantgarde,"""Ab MFK""",5,Automat,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde
rot mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,9,2002,Benzin,450,508.0,grau,71900,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
schwarz,Cabriolet,5439,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,2,2003,Benzin,367,510.0,mehrfarbig,92300,MERCEDES-BENZ,CLK 55 AMG,CLK 55 AMG Avantgarde,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Automat,CLK 55 AMG Avantgarde,MERCEDES-BENZ CLK 55 AMG Avantgarde
schwarz,Coupé,0,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1979,Benzin,150,513.0,null,36900,RENAULT,ALPINE,ALPINE 2700VA,"""Ab MFK""",4,Schaltgetriebe,2700VA,RENAULT ALPINE 2700VA
schwarz,Coupé,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1972,Benzin,130,515.0,schwarz,18400,ALFA ROMEO,GTV,GTV 2000 Bertone,null,4,Schaltgetriebe,2000 Bertone,ALFA ROMEO GTV 2000 Bertone
schwarz,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1991,Benzin,320,516.0,schwarz,55300,MERCEDES-BENZ,SL 500,SL 500,"""Ab MFK""",2,Automat,SL 500,MERCEDES-BENZ SL 500
schwarz,Coupé,5204,Zuzwil,325 g/km,Occasion,G,13.7 l/100km,2,Allrad,1,2011,Benzin,570,517.0,schwarz,19300,LAMBORGHINI,GALLARDO,Gallardo LP570-4 Coupé SL,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Gallardo LP570-4 Coupé SL,LAMBORGHINI Gallardo LP570-4 Coupé SL
schwarz,Kleinwagen,1896,Zuzwil,138 g/km,Occasion,D,5.1 l/100km,3,Vorderradantrieb,8,2005,Diesel,130,518.0,anthrazit,132200,SEAT,IBIZA,Ibiza 1.9 TDI FR,"""Ab MFK""",5,Schaltgetriebe manuell,Ibiza 1.9 TDI FR,SEAT Ibiza 1.9 TDI FR
schwarz,Cabriolet,5204,Zuzwil,332 g/km,Occasion,G,14.2 l/100km,2,Allrad,4,2010,Benzin,525,520.0,schwarz,37000,AUDI,R8,R8 Spyder 5.2,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,R8 Spyder 5.2,AUDI R8 Spyder 5.2
schwarz,Limousine,4971,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1991,Benzin,320,521.0,grau,156300,MERCEDES-BENZ,500,500 SE,"""Ab MFK""",5,Automat,500 SE,MERCEDES-BENZ 500 SE
schwarz,SUV / Geländewagen,5213,Zuzwil,null,Occasion,null,null,5,Allrad,2,1995,Benzin,212,522.0,beige,133500,JEEP,Grand Cherokee,Grand Cherokee 5.2 Ltd.,"""Ab MFK""",5,Automat,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.
schwarz,Limousine,4395,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2013,Benzin,575,525.0,schwarz,15300,BMW,M5,M5,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,M5,BMW M5
blau,Cabriolet,2496,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1967,Benzin,150,53.0,beige,47700,MERCEDES-BENZ,null,SL 250 Pagode,"""Ab MFK""",2,Schaltgetriebe,SL 250 Pagode,MERCEDES-BENZ SL 250 Pagode
schwarz,Coupé,6496,Porrentruy,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,4,2011,Benzin,641,530.0,schwarz,7890,LAMBORGHINI,MURCIÉLAGO,Murciélago LP640-4 Cpé,"""Ab MFK""",2,Schaltgetriebe manuell,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé
schwarz,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,5,2003,Benzin,286,531.0,grau,66800,BMW,X5,X5 4.4i,"""Ab MFK""",5,Automat sequentiell,X5 4.4i,BMW X5 4.4i
schwarz,Limousine,4172,Zuzwil,331 g/km,Occasion,null,13.8 l/100km,4,Allrad,3,2001,Benzin,360,532.0,schwarz,49300,AUDI,S8,S8 4.2 quattro,"""Ab MFK""",5,Automatik-Getriebe,S8 4.2 quattro,AUDI S8 4.2 quattro
schwarz,Cabriolet,2979,Zuzwil,237 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,5,2001,Benzin,231,535.0,schwarz,65300,BMW,330,330Ci,"""Ab MFK""",4,Schaltgetriebe manuell,330Ci,BMW 330Ci
schwarz,Coupé,0,Basel,null,Oldtimer,null,null,0,null,7,1980,Benzin,0,539.0,braun,32000,ROLLS-ROYCE,CORNICHE,CORNICHE II Coupé,null,4,null,II Coupé,ROLLS-ROYCE CORNICHE II Coupé
blau,SUV / Geländewagen,4197,Zuzwil,374 g/km,Occasion,G,15.9 l/100km,5,Allrad,6,2006,Benzin,390,54.0,schwarz,49900,LAND ROVER,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,null,5,Automat,Range Rover Sport 4.2 V8 SC,LAND ROVER Range Rover Sport 4.2 V8 SC
schwarz,Limousine,5461,Zuzwil,231 g/km,Occasion,G,9.9 l/100km,4,Hinterradantrieb,9,2011,Benzin,525,542.0,beige,69200,MERCEDES-BENZ,CLS 63 AMG,CLS 63 AMG,"""Ab MFK""",4,Automatisiertes Schaltgetriebe,CLS 63 AMG,MERCEDES-BENZ CLS 63 AMG
schwarz,Limousine,2301,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1987,Benzin,195,543.0,schwarz,88000,BMW,M3,M3,null,4,Schaltgetriebe manuell,M3,BMW M3
schwarz,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,11,2003,Benzin,500,544.0,schwarz,41100,MERCEDES-BENZ,CL 600,CL 600,"""Ab MFK""",4,Automat,CL 600,MERCEDES-BENZ CL 600
schwarz,Limousine,3996,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,4,Hinterradantrieb,5,1998,Benzin,284,545.0,beige,100,DAIMLER,V8,V8 4.0,"""Ab MFK""",5,Automat,V8 4.0,DAIMLER V8 4.0
schwarz,Kombi,2793,Zuzwil,230 g/km,Occasion,G,9.7 l/100km,5,Hinterradantrieb,4,1997,Benzin,193,547.0,schwarz,38000,BMW,528,528i Touring,"""Ab MFK""",5,Schaltgetriebe manuell,528i Touring,BMW 528i Touring
schwarz,Coupé,6749,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1994,Benzin,360,549.0,beige,60000,BENTLEY,CONTINENTAL,Continental R Coupé,"""Ab MFK""",4,Automat,Continental R Coupé,BENTLEY Continental R Coupé
blau,Coupé,6496,Zuzwil,495 g/km,Occasion,G,21.3 l/100km,2,Allrad,3,2007,Benzin,641,55.0,schwarz,33000,LAMBORGHINI,MURCIÉLAGO,Murciélago LP640-4 Cpé,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Murciélago LP640-4 Cpé,LAMBORGHINI Murciélago LP640-4 Cpé
schwarz,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1992,Benzin,320,550.0,schwarz,129700,MERCEDES-BENZ,SL 500,SL 500,"""Ab MFK""",0,Automat,SL 500,MERCEDES-BENZ SL 500
schwarz,Kombi,4163,Zuzwil,326 g/km,Occasion,G,13.6 l/100km,5,Allrad,8,2006,Benzin,420,553.0,schwarz,117400,AUDI,RS4,RS4 Avant 4.2 V8 quattro,"""Ab MFK""",5,Schaltgetriebe manuell,RS4 Avant 4.2 V8 quattro,AUDI RS4 Avant 4.2 V8 quattro
schwarz,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,3,2010,Benzin,525,558.0,schwarz,7400,MERCEDES-BENZ,E 63 AMG,E 63 AMG,"""Ab MFK""",5,Automat sequentiell,E 63 AMG,MERCEDES-BENZ E 63 AMG
schwarz,Coupé,3387,Zuzwil,null,Occasion,null,11.8 l/100km,2,Allrad,5,1999,Benzin,300,559.0,blau,77800,PORSCHE,911,911 Carrera 4,"""Ab MFK""",4,Automatik-Getriebe,911 Carrera 4,PORSCHE 911 Carrera 4
blau,Kombi,2671,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,5,Allrad,3,2001,Benzin,380,56.0,weiss,50000,AUDI,RS4,RS4 Avant quattro,"""Ab MFK""",5,Schaltgetriebe manuell,RS4 Avant quattro,AUDI RS4 Avant quattro
schwarz,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1995,Benzin,394,560.0,beige,75200,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",0,Automat,SL 600,MERCEDES-BENZ SL 600
schwarz,Limousine,4398,Zuzwil,292 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,11,1998,Benzin,286,561.0,schwarz,93000,BMW,540,540i,"""Ab MFK""",5,Automatik-Getriebe,540i,BMW 540i
schwarz,Limousine,1299,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,1,2009,Benzin,0,562.0,schwarz,999,TRABANT,null,1300S Trabusa,"""Rennwagen""",0,Schaltgetriebe,1300S Trabusa,TRABANT 1300S Trabusa
schwarz,Cabriolet,5343,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1974,Benzin,269,564.0,schwarz,49200,JAGUAR,E,E E-Type III,"""Ab MFK""",2,Automat,E-Type III,JAGUAR E E-Type III
schwarz,Cabriolet,6498,Zuzwil,370 g/km,Neu,G,16.0 l/100km,2,Allrad,3,2015,Benzin,700,565.0,schwarz,90,LAMBORGHINI,AVENTADOR,Aventador LP700-4 Rds,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Automatisiertes Schaltgetriebe,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds
schwarz,Limousine,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,4,Hinterradantrieb,3,2003,Benzin,500,566.0,schwarz,121900,MERCEDES-BENZ,S 55 AMG,S 55 AMG,"""Ab MFK""",5,Automat,S 55 AMG,MERCEDES-BENZ S 55 AMG
schwarz,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,12,2000,Benzin,286,567.0,grau,3600,BMW,X5,X5 4.4i,"""Ab MFK""",5,Automat sequentiell,X5 4.4i,BMW X5 4.4i
blau,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1980,Benzin,150,57.0,mehrfarbig,108000,RENAULT,ALPINE,Alpine A310 V6,"""Ab MFK""",4,Schaltgetriebe manuell,Alpine A310 V6,RENAULT Alpine A310 V6
schwarz,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,8,2003,Benzin,450,571.0,beige,114000,PORSCHE,CAYENNE,Cayenne Turbo,"""Ab MFK""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
schwarz,Limousine,5972,Zuzwil,330 g/km,Occasion,G,13.6 l/100km,4,Hinterradantrieb,1,2003,Benzin,445,572.0,beige,94500,BMW,760,760i L,"""Ab MFK""",5,Automat sequentiell,760i L,BMW 760i L
schwarz,Limousine,6761,Zuzwil,456 g/km,Occasion,G,19.2 l/100km,4,Hinterradantrieb,2,2000,Benzin,405,578.0,braun,111600,BENTLEY,ARNAGE,Arnage Red Label,"""Ab MFK""",5,Automat,Arnage Red Label,BENTLEY Arnage Red Label
blau,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,6,2003,Benzin,600,58.0,schwarz,77700,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
schwarz,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,5,2005,Benzin,503,585.0,weiss,21700,BMW,M5,M5,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,M5,BMW M5
schwarz,Limousine,1992,Zuzwil,null,Occasion,null,null,3,Allrad,4,1994,Benzin,220,587.0,mehrfarbig,11000,FORD,ESCORT,Escort 2.0i RS Cosworth,"""Ab MFK"", ""Tuning""",5,Schaltgetriebe manuell,Escort 2.0i RS Cosworth,FORD Escort 2.0i RS Cosworth
schwarz,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,4,2008,Benzin,400,593.0,schwarz,58900,MASERATI,QUATTROPORTE,Quattroporte 4.2 Sport GT,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT
schwarz,Limousine,6209,Zuzwil,295 g/km,Occasion,G,12.6 l/100km,4,Hinterradantrieb,6,2009,Benzin,525,594.0,schwarz,34500,MERCEDES-BENZ,E 63 AMG,E 63 AMG,"""Ab MFK"", ""Direkt-/Parallelimport""",5,Automatisiertes Schaltgetriebe,E 63 AMG,MERCEDES-BENZ E 63 AMG
schwarz,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,3,2006,Benzin,517,599.0,schwarz,49000,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,"""Ab MFK""",2,Automat sequentiell,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
blau,Coupé,5707,Porrentruy,null,Occasion,null,null,2,Hinterradantrieb,4,1993,Benzin,492,60.0,mehrfarbig,49500,LAMBORGHINI,DIABLO,Diablo 5.7,"""Ab MFK""",2,Schaltgetriebe manuell,Diablo 5.7,LAMBORGHINI Diablo 5.7
schwarz,SUV / Geländewagen,3165,Zuzwil,316 g/km,Occasion,null,13.2 l/100km,5,Allrad,5,2001,Benzin,205,600.0,schwarz,153900,OPEL,FRONTERA,Frontera 3.2i V6 Limited,null,5,Automatik-Getriebe,Frontera 3.2i V6 Limited,OPEL Frontera 3.2i V6 Limited
schwarz,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2007,Benzin,385,601.0,schwarz,28800,ASTON MARTIN,V8 Vantage,V8 Vantage 4.3,"""Ab MFK""",2,Schaltgetriebe manuell,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3
schwarz mét.,Cabriolet,1961,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1988,Benzin,115,605.0,grau,69300,ALFA ROMEO,SPIDER,Spider 2.0,null,2,Schaltgetriebe manuell,Spider 2.0,ALFA ROMEO Spider 2.0
schwarz mét.,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,1,2006,Benzin,385,606.0,braun,92500,ASTON MARTIN,V8 Vantage,V8 Vantage 4.3,"""Ab MFK""",2,Schaltgetriebe manuell,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3
schwarz mét.,Cabriolet,2295,Zuzwil,233 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,197,607.0,schwarz,38700,MERCEDES-BENZ,SLK 230,SLK 230 Kompressor,"""Ab MFK""",2,Automatik-Getriebe,SLK 230 Kompressor,MERCEDES-BENZ SLK 230 Kompressor
schwarz mét.,Limousine,1985,Zuzwil,216 g/km,Occasion,G,9.0 l/100km,3,Vorderradantrieb,9,2001,Benzin,205,608.0,schwarz,134600,SAAB,9-3,9-3 2.0i-16 TS Aero,"""Ab MFK""",5,Schaltgetriebe manuell,9-3 2.0i-16 TS Aero,SAAB 9-3 2.0i-16 TS Aero
blau,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,2,2003,Benzin,500,61.0,beige,59300,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,"""Ab MFK""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
schwarz mét.,Coupé,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,2,Hinterradantrieb,1,2001,Benzin,299,612.0,null,27800,MERCEDES-BENZ,CL 500,CL 500,"""Ab MFK""",4,Automat,CL 500,MERCEDES-BENZ CL 500
schwarz mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,10,2002,Benzin,420,614.0,blau,50400,VW,PHAETON,Phaeton 6.0 W12 4Motion,"""Ab MFK""",4,Automat sequentiell,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion
schwarz mét.,Coupé,5707,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,2000,Benzin,492,615.0,schwarz,20600,LAMBORGHINI,DIABLO,Diablo 5.7,"""Ab MFK""",2,Schaltgetriebe manuell,Diablo 5.7,LAMBORGHINI Diablo 5.7
schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,3,2004,Benzin,591,619.0,schwarz,54100,PORSCHE,911,911 GT2,"""Ab MFK""",4,Schaltgetriebe manuell,911 GT2,PORSCHE 911 GT2
blau,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Hinterradantrieb,12,2002,Benzin,462,62.0,schwarz,61300,PORSCHE,911,911 GT2,"""Ab MFK"", ""Tuning""",4,Schaltgetriebe manuell,911 GT2,PORSCHE 911 GT2
schwarz mét.,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,11,2005,Benzin,388,623.0,schwarz,1500,MERCEDES-BENZ,S 500,S 500,"""Ab MFK""",5,Automat sequentiell,S 500,MERCEDES-BENZ S 500
schwarz mét.,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,1,2005,Benzin,306,624.0,schwarz,21300,MERCEDES-BENZ,CLS 500,CLS 500,"""Ab MFK""",4,Automat sequentiell,CLS 500,MERCEDES-BENZ CLS 500
schwarz mét.,SUV / Geländewagen,5461,Zuzwil,322 g/km,Occasion,G,13.8 l/100km,5,Allrad,4,2013,Benzin,544,625.0,schwarz,28100,MERCEDES-BENZ,G 63 AMG,G 63 AMG,"""Ab MFK""",5,Automat sequentiell,G 63 AMG,MERCEDES-BENZ G 63 AMG
schwarz mét.,Limousine,6209,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2008,Benzin,525,626.0,grau,45600,MERCEDES-BENZ,S 63 AMG,S 63 AMG L,"""Ab MFK""",5,Automat sequentiell,S 63 AMG L,MERCEDES-BENZ S 63 AMG L
schwarz mét.,Coupé,4961,Zuzwil,400 g/km,Occasion,G,17.0 l/100km,2,Allrad,6,2007,Benzin,530,630.0,schwarz,42000,LAMBORGHINI,GALLARDO,Gallardo Superleggera,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Gallardo Superleggera,LAMBORGHINI Gallardo Superleggera
schwarz mét.,Coupé,4163,Zuzwil,326 g/km,Neu,G,13.9 l/100km,2,Allrad,10,2007,Benzin,420,631.0,schwarz,500,AUDI,R8,R8 Coupé 4.2,"""Ab MFK"", ""Tuning""",2,Automatik-Getriebe,R8 Coupé 4.2,AUDI R8 Coupé 4.2
schwarz mét.,Cabriolet,5998,Zuzwil,388 g/km,Occasion,G,16.7 l/100km,2,Allrad,1,2011,Bioethanol,630,632.0,schwarz,20000,BENTLEY,CONTINENTAL,Continental Supersports Conv.,null,2,Automat sequentiell,Continental Supersports Conv.,BENTLEY Continental Supersports Conv.
schwarz mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,4,2005,Benzin,507,633.0,schwarz,58300,BMW,M6,M6,"""Ab MFK""",4,Automatisiertes Schaltgetriebe,M6,BMW M6
schwarz mét.,Cabriolet,2494,Zuzwil,232 g/km,Occasion,null,9.7 l/100km,2,Hinterradantrieb,6,2000,Benzin,170,635.0,schwarz,228000,BMW,323,323Ci,"""Ab MFK""",4,Automatik-Getriebe,323Ci,BMW 323Ci
schwarz mét.,Limousine,4966,Zuzwil,290 g/km,Occasion,G,12.1 l/100km,4,Hinterradantrieb,3,2005,Benzin,306,637.0,schwarz,66100,MERCEDES-BENZ,CLS 500,CLS 500,"""Ab MFK""",4,Automat sequentiell,CLS 500,MERCEDES-BENZ CLS 500
schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,1995,Benzin,320,638.0,schwarz,56500,MERCEDES-BENZ,SL 500,SL 500,"""Ab MFK""",0,Automat,SL 500,MERCEDES-BENZ SL 500
schwarz mét.,Cabriolet,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,7,2007,Benzin,560,640.0,mehrfarbig,50900,BENTLEY,CONTINENTAL,Continental GTC 6.0,"""Ab MFK""",4,Automat,Continental GTC 6.0,BENTLEY Continental GTC 6.0
schwarz mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,5,2008,Benzin,580,641.0,weiss,38500,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
schwarz mét.,Coupé,2979,Zuzwil,218 g/km,Occasion,G,9.1 l/100km,2,Hinterradantrieb,3,2001,Benzin,231,643.0,grau,79500,BMW,330,330Ci,"""Ab MFK""",5,Schaltgetriebe manuell,330Ci,BMW 330Ci
schwarz mét.,Coupé,2991,Zuzwil,null,Occasion,null,null,2,Allrad,2,1986,Benzin,410,644.0,schwarz,2500,MG,METRO,METRO 6R4 Gruppe B,"""Ab MFK""",2,Schaltgetriebe,6R4 Gruppe B,MG METRO 6R4 Gruppe B
