BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,ID,InteriorColorText,Km,MakeText,ModelText,ModelTypeText,Properties,Seats,TransmissionTypeText,TypeName,TypeNameFull
schwarz,Coupé,2663,Zuzwil,null,Occasion,null,null,2,null,8,1983,Benzin,150,551.0,beige,128500,RENAULT,ALPINE,ALPINE V6,"""Ab MFK""",4,Schaltgetriebe,V6,RENAULT ALPINE V6
schwarz,Limousine,1993,Zuzwil,null,Occasion,null,null,4,Allrad,9,1990,Benzin,220,552.0,schwarz,164400,FORD,SIERRA,Sierra 2.0i Cosworth 4x4,"""Ab MFK""",5,Schaltgetriebe manuell,Sierra 2.0i Cosworth 4x4,FORD Sierra 2.0i Cosworth 4x4
schwarz,Coupé,3596,Zuzwil,274 g/km,Occasion,G,11.3 l/100km,2,Hinterradantrieb,3,2004,Benzin,345,554.0,schwarz,61400,PORSCHE,911,911 Carrera Jubilé 40,"""Ab MFK""",4,Schaltgetriebe manuell,911 Carrera Jubilé 40,PORSCHE 911 Carrera Jubilé 40
schwarz,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,555.0,grau,15900,VW,PHAETON,Phaeton 6.0 W12 4Motion,"""Ab MFK""",5,Automat sequentiell,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion
schwarz,Cabriolet,3199,Zuzwil,317 g/km,Occasion,null,13.4 l/100km,2,Hinterradantrieb,1,1999,Benzin,231,556.0,schwarz,70900,MERCEDES-BENZ,SL 320,SL 320,"""Ab MFK""",2,Automat,SL 320,MERCEDES-BENZ SL 320
schwarz,Coupé,3996,Sursee,326 g/km,Occasion,G,13.8 l/100km,2,Hinterradantrieb,11,2011,Benzin,500,557.0,rot,6300,PORSCHE,911,911 GT3 RS,null,2,Schaltgetriebe manuell,911 GT3 RS,PORSCHE 911 GT3 RS
schwarz,Limousine,1984,Zuzwil,190 g/km,Occasion,G,7.9 l/100km,5,Vorderradantrieb,1,2009,Benzin,200,563.0,anthrazit,53300,SEAT,LEON,Leon 2.0 TSI FR,"""Ab MFK""",5,Schaltgetriebe manuell,Leon 2.0 TSI FR,SEAT Leon 2.0 TSI FR
schwarz,Limousine,4244,Zuzwil,null,Occasion,G,15.8 l/100km,4,Hinterradantrieb,7,2004,Benzin,400,568.0,blau,56600,MASERATI,QUATTROPORTE,Quattroporte 4.2,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
schwarz,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,10,2003,Benzin,450,569.0,schwarz,40900,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
schwarz,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2009,Benzin,700,570.0,schwarz,29500,AUDI,RS6,RS6 Avant 5.0 V10 quattro,"""Ab MFK""",5,Automat,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro
schwarz,Kompaktvan / Minivan,2035,Zuzwil,195 g/km,Occasion,G,8.1 l/100km,5,Vorderradantrieb,8,2006,Benzin,193,573.0,null,60500,MERCEDES-BENZ,B 200,B 200 T Sailing Edition,"""Ab MFK""",5,Schaltgetriebe manuell,B 200 T Sailing Edition,MERCEDES-BENZ B 200 T Sailing Edition
schwarz,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,12,2006,Benzin,400,574.0,schwarz,9800,MASERATI,QUATTROPORTE,Quattroporte 4.2,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2,MASERATI Quattroporte 4.2
schwarz,Cabriolet,2979,Zuzwil,238 g/km,Occasion,G,9.9 l/100km,2,Hinterradantrieb,7,2007,Benzin,306,575.0,schwarz,77500,BMW,335,335i,"""Ab MFK""",4,Schaltgetriebe manuell,335i,BMW 335i
schwarz,Cabriolet,5439,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,2,Hinterradantrieb,4,2005,Benzin,360,576.0,schwarz,42500,MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG,"""Ab MFK""",2,Automat sequentiell,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG
schwarz,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,10,2005,Benzin,450,577.0,beige,64500,PORSCHE,CAYENNE,Cayenne Turbo,"""Ab MFK""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
schwarz,Coupé,1984,Zuzwil,188 g/km,Occasion,G,7.9 l/100km,3,Allrad,8,2008,Benzin,272,579.0,schwarz,29300,AUDI,TT,TTS Cpé 2.0 TFSI quattro,"""Ab MFK"", ""Tuning""",4,Automatisiertes Schaltgetriebe,TTS Cpé 2.0 TFSI quattro,AUDI TTS Cpé 2.0 TFSI quattro
schwarz,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,6,2000,Benzin,367,580.0,schwarz,103800,MERCEDES-BENZ,CL 600,CL 600,"""Ab MFK""",4,Automat,CL 600,MERCEDES-BENZ CL 600
schwarz,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,12,1983,Benzin,108,581.0,braun,159700,RENAULT,R5,R5 1400 Alpine Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,R5 1400 Alpine Turbo,RENAULT R5 1400 Alpine Turbo
schwarz,SUV / Geländewagen,4966,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2002,Benzin,292,582.0,grau,118000,MERCEDES-BENZ,ML 500,ML 500,"""Ab MFK""",5,Automat,ML 500,MERCEDES-BENZ ML 500
schwarz,Coupé,2632,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1973,Benzin,150,583.0,schwarz,36100,FORD,CAPRI,CAPRI RS 2600,null,4,Schaltgetriebe,RS 2600,FORD CAPRI RS 2600
schwarz,Limousine,4973,Zuzwil,315 g/km,Occasion,null,13.5 l/100km,4,Hinterradantrieb,3,1997,Benzin,347,584.0,schwarz,70700,MERCEDES-BENZ,E 50 AMG,E 50 AMG Avantgarde,"""Ab MFK""",5,Automat,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde
schwarz,Limousine,4619,Zuzwil,355 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,10,1998,Benzin,347,586.0,schwarz,94400,BMW-ALPINA,5 SERIES,B10 4.6 S.Tronic,"""Ab MFK""",5,Automat,B10 4.6 S.Tronic,BMW-ALPINA B10 4.6 S.Tronic
schwarz,Limousine,5439,Zuzwil,301 g/km,Occasion,null,12.6 l/100km,4,Hinterradantrieb,2,1998,Benzin,354,588.0,schwarz,63400,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,"""Ab MFK""",5,Automat,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde
schwarz,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1974,Benzin,170,589.0,schwarz,134000,BMW,2002,2002 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,Turbo,BMW 2002 Turbo
blau,Limousine,5379,Zuzwil,327 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,3,1998,Benzin,327,59.0,grau,60700,BMW,750,750i,"""Ab MFK""",5,Automat sequentiell,750i,BMW 750i
schwarz,Limousine,4244,Zuzwil,370 g/km,Occasion,G,15.8 l/100km,4,Hinterradantrieb,10,2006,Benzin,400,590.0,schwarz,24300,MASERATI,QUATTROPORTE,Quattroporte 4.2 Sport GT,"""Ab MFK""",5,Automatisiertes Schaltgetriebe,Quattroporte 4.2 Sport GT,MASERATI Quattroporte 4.2 Sport GT
schwarz,Kombi,6208,Zuzwil,316 g/km,Occasion,G,13.6 l/100km,5,Hinterradantrieb,1,2009,Benzin,457,591.0,schwarz,57400,MERCEDES-BENZ,C 63 AMG,C 63 AMG Avantgarde,"""Ab MFK""",5,Automat sequentiell,C 63 AMG Avantgarde,MERCEDES-BENZ C 63 AMG Avantgarde
schwarz,Limousine,6761,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,12,1995,Benzin,250,592.0,beige,124900,BENTLEY,BROOKLANDS,Brooklands,"""Ab MFK""",5,Automat,Brooklands,BENTLEY Brooklands
schwarz,Coupé,4282,Zuzwil,358 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,2,2007,Benzin,385,595.0,schwarz,35500,ASTON MARTIN,V8 Vantage,V8 Vantage 4.3,"""Ab MFK""",2,Schaltgetriebe manuell,V8 Vantage 4.3,ASTON MARTIN V8 Vantage 4.3
schwarz,Limousine,4395,Zuzwil,252 g/km,Occasion,G,10.8 l/100km,4,Hinterradantrieb,6,2012,Benzin,507,596.0,schwarz,4950,BMW-ALPINA,5 SERIES,B5 BiTurbo 4.4 V8,"""Ab MFK""",5,Automat sequentiell,B5 BiTurbo 4.4 V8,BMW-ALPINA B5 BiTurbo 4.4 V8
schwarz,SUV / Geländewagen,4806,Zuzwil,270 g/km,Occasion,G,11.5 l/100km,5,Allrad,1,2011,Benzin,500,597.0,schwarz,39000,PORSCHE,CAYENNE,Cayenne Turbo,"""Ab MFK""",5,Automat sequentiell,Cayenne Turbo,PORSCHE Cayenne Turbo
schwarz,Coupé,3996,Zuzwil,340 g/km,Occasion,G,12.6 l/100km,2,Hinterradantrieb,5,1999,Benzin,363,598.0,weiss,89666,JAGUAR,XK,XKR S/C,"""Ab MFK""",4,Automat,XKR S/C,JAGUAR XKR S/C
anthrazit mét.,Coupé,5409,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,2012,Benzin,557,6.0,schwarz,92000,FORD (USA),MUSTANG,Mustang Shelby GT500,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Schaltgetriebe,Shelby GT500,FORD (USA) Mustang Shelby GT500
schwarz,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,2006,Benzin,400,602.0,schwarz,25000,MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG Black Series,"""Ab MFK""",2,Automat sequentiell,Black Series,MERCEDES-BENZ SLK 55 AMG Black Series
schwarz mét.,Cabriolet,5730,Zuzwil,null,Occasion,null,13.1 l/100km,2,Hinterradantrieb,7,1994,Benzin,282,603.0,schwarz,68200,CHEVROLET,CORVETTE,Corvette 5.7 LT1 Convert.,"""Ab MFK""",2,Automat,Corvette 5.7 LT1 Convert.,CHEVROLET Corvette 5.7 LT1 Convert.
schwarz mét.,Limousine,3459,Zuzwil,null,Occasion,null,13.0 l/100km,4,Hinterradantrieb,5,1971,Benzin,200,604.0,mehrfarbig,145100,MERCEDES-BENZ,300,300 SEL 3.5,"""Ab MFK""",5,Automatik-Getriebe,SEL 3.5,MERCEDES-BENZ 300 SEL 3.5
schwarz mét.,Cabriolet,3600,Zuzwil,null,Occasion,null,11.9 l/100km,2,Hinterradantrieb,8,1996,Benzin,285,609.0,grau,81900,PORSCHE,911,911 Carrera Cabrio,"""Ab MFK""",4,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,2,2003,Benzin,450,610.0,schwarz,43800,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
schwarz mét.,Coupé,1470,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1969,Benzin,0,611.0,schwarz,62200,LOTUS,EUROPA,EUROPA,"""Ab MFK""",2,Schaltgetriebe,null,LOTUS EUROPA
schwarz mét.,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,2000,Benzin,400,613.0,schwarz,171000,BMW,M5,M5,null,5,Schaltgetriebe manuell,M5,BMW M5
schwarz mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,616.0,grau,52500,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
schwarz mét.,Coupé,2400,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1982,Benzin,0,617.0,schwarz,60990,OPEL,MANTA,MANTA 400 Breitbau,"""Ab MFK""",4,Schaltgetriebe,400 Breitbau,OPEL MANTA 400 Breitbau
schwarz mét.,Limousine,4395,Zuzwil,278 g/km,Occasion,G,11.9 l/100km,4,Allrad,10,2009,Benzin,408,618.0,mehrfarbig,45000,BMW,750,750i xDrive,"""Ab MFK""",5,Automat,750i xDrive,BMW 750i xDrive
schwarz mét.,Limousine,2792,Zuzwil,247 g/km,Occasion,null,10.3 l/100km,4,Vorderradantrieb,5,2006,Benzin,230,620.0,schwarz,90600,OPEL,VECTRA,Vectra 2.8 T V6 Cosmo,"""Ab MFK""",5,Automatik-Getriebe,Vectra 2.8 T V6 Cosmo,OPEL Vectra 2.8 T V6 Cosmo
schwarz mét.,SUV / Geländewagen,4398,Zuzwil,335 g/km,Occasion,G,13.9 l/100km,5,Allrad,6,2001,Benzin,286,621.0,schwarz,79900,BMW,X5,X5 4.4i,"""Ab MFK""",5,Automat sequentiell,X5 4.4i,BMW X5 4.4i
schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,5,1985,Benzin,223,622.0,mehrfarbig,97000,MERCEDES-BENZ,SL-CLASS,500 SL,"""Ab MFK""",2,Automat,500 SL,MERCEDES-BENZ 500 SL
schwarz mét.,Cabriolet,3600,Zuzwil,303 g/km,Occasion,null,12.8 l/100km,2,Hinterradantrieb,5,1997,Benzin,285,627.0,blau,74000,PORSCHE,911,911 Targa,"""Ab MFK""",4,Schaltgetriebe manuell,911 Targa,PORSCHE 911 Targa
schwarz mét.,SUV / Geländewagen,3498,Zuzwil,295 g/km,Occasion,G,12.3 l/100km,5,Allrad,10,2005,Benzin,235,628.0,beige,54500,NISSAN,MURANO,Murano 3.5 V6,"""Ab MFK""",5,"Automat stufenlos, sequentiell",Murano 3.5 V6,NISSAN Murano 3.5 V6
schwarz mét.,Coupé,3496,Zuzwil,470 g/km,Occasion,null,20.8 l/100km,2,Hinterradantrieb,3,1998,Benzin,380,629.0,schwarz,32800,FERRARI,F355,F355 Berlinetta,"""Ab MFK""",2,Schaltgetriebe manuell,F355 Berlinetta,FERRARI F355 Berlinetta
blau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,8,2002,Benzin,450,63.0,beige,75200,AUDI,RS6,RS6 Avant quattro,"""Ab MFK"", ""Tuning""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
schwarz mét.,Coupé,2759,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,3,1983,Benzin,170,634.0,schwarz,54100,TOYOTA,CELICA,Celica 2800 i Supra,"""Ab MFK""",5,Schaltgetriebe manuell,Celica 2800 i Supra,TOYOTA Celica 2800 i Supra
schwarz mét.,Kombi,2976,Zuzwil,271 g/km,Occasion,null,11.3 l/100km,5,Allrad,7,2004,Benzin,220,636.0,schwarz,66100,AUDI,A4,A4 Avant 3.0 V6 quattro,null,5,Automatik-Getriebe,A4 Avant 3.0 V6 quattro,AUDI A4 Avant 3.0 V6 quattro
schwarz mét.,Cabriolet,5513,Zuzwil,346 g/km,Occasion,G,14.4 l/100km,2,Hinterradantrieb,4,2003,Benzin,500,639.0,null,70000,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat,SL 600,MERCEDES-BENZ SL 600
blau,SUV / Geländewagen,3462,Zuzwil,333 g/km,Occasion,G,13.9 l/100km,5,Allrad,1,2006,Benzin,223,64.0,mehrfarbig,127700,HUMMER,H3,H3 3.5 Luxury,"""Ab MFK""",5,Automat,H3 3.5 Luxury,HUMMER H3 3.5 Luxury
schwarz mét.,Limousine,3980,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1995,Benzin,286,642.0,blau,65400,BMW,740,740i,"""Ab MFK""",5,Automat,740i,BMW 740i
schwarz mét.,Limousine,3498,Zuzwil,null,Occasion,null,12.0 l/100km,4,Hinterradantrieb,6,1996,Benzin,235,645.0,grau,86100,BMW,535,535i,"""Ab MFK""",5,Schaltgetriebe manuell,535i,BMW 535i
schwarz mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,1990,Benzin,320,646.0,bordeaux,23800,MERCEDES-BENZ,SL 500,SL 500,"""Ab MFK""",0,Automat,SL 500,MERCEDES-BENZ SL 500
schwarz mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,11,2004,Benzin,450,647.0,schwarz,69500,PORSCHE,CAYENNE,Cayenne Turbo,"""Ab MFK""",5,Automat,Cayenne Turbo,PORSCHE Cayenne Turbo
blau,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,12,2003,Benzin,500,65.0,schwarz,29500,MERCEDES-BENZ,CL 600,CL 600,"""Ab MFK""",4,Automat,CL 600,MERCEDES-BENZ CL 600
schwarz mét.,Kombi,4172,Zuzwil,350 g/km,Vorführmodell,G,14.6 l/100km,5,Allrad,12,2004,Benzin,450,650.0,schwarz,2300,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
schwarz mét.,Cabriolet,5513,Zuzwil,326 g/km,Occasion,G,13.9 l/100km,2,Hinterradantrieb,1,2008,Benzin,517,651.0,beige,29100,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",2,Automat sequentiell,SL 600,MERCEDES-BENZ SL 600
schwarz mét.,Cabriolet,3163,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1984,Benzin,231,652.0,mehrfarbig,137700,PORSCHE,911,911 Carrera Cabrio,"""Ab MFK""",4,Schaltgetriebe manuell,911 Carrera Cabrio,PORSCHE 911 Carrera Cabrio
schwarz mét.,Cabriolet,5707,Porrentruy,575 g/km,Occasion,null,24.9 l/100km,2,Allrad,5,1998,Benzin,530,653.0,rot,13960,LAMBORGHINI,DIABLO,Diablo 5.7 VT Roadster,"""Ab MFK""",2,Schaltgetriebe manuell,Diablo 5.7 VT Roadster,LAMBORGHINI Diablo 5.7 VT Roadster
schwarz mét.,SUV / Geländewagen,5216,Zuzwil,380 g/km,Occasion,null,16.5 l/100km,5,Allrad,6,1997,Benzin,212,654.0,schwarz,61000,JEEP,Grand Cherokee,Grand Cherokee 5.2 Ltd.,"""Ab MFK""",5,Automat,Grand Cherokee 5.2 Ltd.,JEEP Grand Cherokee 5.2 Ltd.
schwarz mét.,Limousine,4520,Zuzwil,null,Oldtimer,null,null,0,null,8,1973,null,0,656.0,beige,110200,MERCEDES-BENZ,450,450 SLC,"""Ab MFK""",0,null,SLC,MERCEDES-BENZ 450 SLC
blau,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,66.0,beige,88600,AUDI,RS6,RS6 Avant quattro,"""Ab MFK""",5,Automat sequentiell,RS6 Avant quattro,AUDI RS6 Avant quattro
schwarz mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,12,2002,Benzin,335,660.0,null,44000,AUDI,A8,A8 4.2 quattro,"""Ab MFK""",5,Automat sequentiell,A8 4.2 quattro,AUDI A8 4.2 quattro
schwarz mét.,Limousine,5998,Zuzwil,374 g/km,Occasion,G,15.6 l/100km,4,Allrad,11,2002,Benzin,420,663.0,grau,175000,VW,PHAETON,Phaeton 6.0 W12 4Motion,"""Ab MFK""",5,Automat sequentiell,Phaeton 6.0 W12 4Motion,VW Phaeton 6.0 W12 4Motion
schwarz mét.,Coupé,4163,Zuzwil,298 g/km,Occasion,G,12.4 l/100km,2,Allrad,5,2008,Benzin,353,665.0,schwarz,67700,AUDI,S5,S5 Coupé 4.2 FSI quattro,"""Ab MFK""",4,Schaltgetriebe manuell,S5 Coupé 4.2 FSI quattro,AUDI S5 Coupé 4.2 FSI quattro
schwarz mét.,Cabriolet,6498,Porrentruy,370 g/km,Occasion,G,16.0 l/100km,2,Allrad,3,2014,Benzin,700,669.0,rot,1999,LAMBORGHINI,AVENTADOR,Aventador LP700-4 Rds,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,Aventador LP700-4 Rds,LAMBORGHINI Aventador LP700-4 Rds
blau,Coupé,1984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1981,Benzin,170,67.0,mehrfarbig,114000,PORSCHE,924,924 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,Turbo,PORSCHE 924 Turbo
schwarz mét.,Coupé,3798,Zuzwil,279 g/km,Neu,G,11.7 l/100km,2,Hinterradantrieb,6,2012,Benzin,625,672.0,schwarz,55,McLAREN,12C,MP4-12C 3.8 V8,"""Ab MFK""",2,Automatisiertes Schaltgetriebe,MP4-12C 3.8 V8,McLAREN MP4-12C 3.8 V8
schwarz mét.,SUV / Geländewagen,4806,Zuzwil,358 g/km,Occasion,G,14.9 l/100km,5,Allrad,4,2008,Benzin,500,673.0,schwarz,18200,PORSCHE,CAYENNE,Cayenne Turbo,"""Ab MFK""",5,Automat,Cayenne Turbo,PORSCHE Cayenne Turbo
schwarz mét.,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,9,2010,Benzin,506,674.0,braun,15000,LAND ROVER,RANGE ROVER SPORT,Range Rover Sport 5.0 V8 SC,"""Ab MFK""",5,Automat sequentiell,Range Rover Sport 5.0 V8 SC,LAND ROVER Range Rover Sport 5.0 V8 SC
schwarz mét.,Limousine,4966,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,10,1999,Benzin,299,675.0,schwarz,51000,MERCEDES-BENZ,S 500,S 500,"""Ab MFK""",5,Automat,S 500,MERCEDES-BENZ S 500
schwarz mét.,Cabriolet,5439,Zuzwil,340 g/km,Occasion,G,14.2 l/100km,2,Hinterradantrieb,8,2002,Benzin,476,676.0,beige,34500,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,"""Ab MFK""",2,Automat,SL 55 AMG,MERCEDES-BENZ SL 55 AMG
schwarz mét.,Sattelschlepper,3972,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1996,Diesel,105,678.0,null,65400,MERCEDES-BENZ,600-SERIES,611 DS,null,2,Schaltgetriebe,611 DS,MERCEDES-BENZ 611 DS
schwarz mét.,Coupé,3506,Zuzwil,366 g/km,Neu,G,15.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,354,683.0,null,150,LOTUS,ESPRIT,Esprit 3.5 V8 SE,"""Ab MFK""",2,Schaltgetriebe manuell,Esprit 3.5 V8 SE,LOTUS Esprit 3.5 V8 SE
schwarz mét.,Limousine,1565,Zuzwil,null,Occasion,null,null,4,null,4,1972,Benzin,0,685.0,schwarz,14873,RENAULT,R12,R12 Gordini,"""Ab MFK""",0,null,Gordini,RENAULT R12 Gordini
schwarz mét.,Cabriolet,1796,Zuzwil,218 g/km,Vorführmodell,null,9.1 l/100km,2,Hinterradantrieb,10,2007,Benzin,163,689.0,schwarz,300,MERCEDES-BENZ,SLK 200,SLK 200 Kompressor,null,2,Automatik-Getriebe,SLK 200 Kompressor,MERCEDES-BENZ SLK 200 Kompressor
blau,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,2,1999,Benzin,354,69.0,grau,44600,BENTLEY,ARNAGE,Arnage Green Label,"""Ab MFK""",5,Automat,Arnage Green Label,BENTLEY Arnage Green Label
schwarz mét.,Cabriolet,5461,Zuzwil,195 g/km,Occasion,G,8.4 l/100km,2,Hinterradantrieb,9,2012,Benzin,422,692.0,schwarz,19400,MERCEDES-BENZ,SLK 55 AMG,SLK 55 AMG,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Automat sequentiell,SLK 55 AMG,MERCEDES-BENZ SLK 55 AMG
schwarz mét.,Coupé,5998,Zuzwil,410 g/km,Occasion,G,17.1 l/100km,2,Allrad,1,2005,Benzin,560,693.0,beige,84000,BENTLEY,CONTINENTAL,Continental GT 6.0,"""Ab MFK""",4,Automat,Continental GT 6.0,BENTLEY Continental GT 6.0
schwarz mét.,Cabriolet,5984,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,9,1992,Benzin,394,697.0,null,108100,MERCEDES-BENZ,SL 600,SL 600,"""Ab MFK""",0,Automat,SL 600,MERCEDES-BENZ SL 600
blau,Cabriolet,2198,Zuzwil,205 g/km,Occasion,G,8.5 l/100km,2,Hinterradantrieb,6,2004,Benzin,147,70.0,braun,9000,OPEL,SPEEDSTER,Speedster 2.2 16V,"""Ab MFK""",2,Schaltgetriebe manuell,Speedster 2.2 16V,OPEL Speedster 2.2 16V
schwarz mét.,SUV / Geländewagen,4266,Zuzwil,345 g/km,Occasion,G,14.4 l/100km,5,Allrad,4,2001,Benzin,272,700.0,schwarz,16000,MERCEDES-BENZ,ML 430,ML 430,"""Ab MFK""",5,Automat,ML 430,MERCEDES-BENZ ML 430
schwarz mét.,SUV / Geländewagen,4966,Zuzwil,319 g/km,Neu,G,13.4 l/100km,5,Allrad,3,2007,Benzin,306,705.0,beige,1,MERCEDES-BENZ,ML 500,ML 500 4Matic,"""Ab MFK""",5,Automat sequentiell,ML 500 4Matic,MERCEDES-BENZ ML 500 4Matic
schwarz mét.,Coupé,5981,Zuzwil,357 g/km,Occasion,G,14.9 l/100km,2,Hinterradantrieb,2,2004,Benzin,612,708.0,schwarz,48300,MERCEDES-BENZ,CL 65 AMG,CL 65 AMG,"""Ab MFK""",4,Automat sequentiell,CL 65 AMG,MERCEDES-BENZ CL 65 AMG
blau,Coupé,5439,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,1,2005,Benzin,626,71.0,rot,26400,MERCEDES-BENZ,SLR,SLR McLaren Coupé,"""Ab MFK""",2,Automatik-Getriebe,McLaren Coupé,MERCEDES-BENZ SLR McLaren Coupé
schwarz mét.,Coupé,3598,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1994,Benzin,490,710.0,schwarz,41700,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
schwarz mét.,Coupé,1442,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,2,1979,Benzin,90,717.0,mehrfarbig,52000,MATRA,null,SIMCA Bagheera Serie II,"""Ab MFK""",3,Schaltgetriebe,SIMCA Bagheera Serie II,MATRA SIMCA Bagheera Serie II
blau,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,11,2001,Benzin,420,72.0,schwarz,62900,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Schaltgetriebe manuell,911 Turbo,PORSCHE 911 Turbo
schwarz mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,1,2001,Benzin,420,721.0,schwarz,59500,PORSCHE,911,911 Turbo,"""Ab MFK""",4,Automatik-Getriebe,911 Turbo,PORSCHE 911 Turbo
